"","gene_id","Teso_resistant","teso_susceptible","Teso_resistant.1","teso_susceptible.1"
"2399","AFUN003602",229,86,229,86
"2400","AFUN003603",54,8,54,8
"2401","AFUN003605",168,164,168,164
"2402","AFUN003606",356,312,356,312
"2403","AFUN003608",252,219,252,219
"2404","AFUN003609",46,15,46,15
"2405","AFUN003610",2535,548,2535,548
"2406","AFUN003611",3507,2849,3507,2849
"2407","AFUN003612",100,19,100,19
"2408","AFUN003613",173,101,173,101
"2409","AFUN003614",1190,379,1190,379
"2410","AFUN003615",563,285,563,285
"2411","AFUN003616",605,318,605,318
"2412","AFUN003617",256,57,256,57
"2413","AFUN003618",52,9,52,9
"2414","AFUN003619",7093,2262,7093,2262
"2415","AFUN003620",428,246,428,246
"2416","AFUN003621",518,443,518,443
"2417","AFUN003622",145,54,145,54
"2418","AFUN003623",8224,1701,8224,1701
"2419","AFUN003624",916,188,916,188
"2420","AFUN003626",2406,588,2406,588
"2421","AFUN003627",415,180,415,180
"2422","AFUN003628",208,75,208,75
"2423","AFUN003629",317,44,317,44
"2424","AFUN003630",42,139,42,139
"2425","AFUN003631",101,9,101,9
"2426","AFUN003632",22,9,22,9
"2427","AFUN003633",88,98,88,98
"2428","AFUN003636",278,40,278,40
"2429","AFUN003637",298,79,298,79
"2430","AFUN003638",642,172,642,172
"2431","AFUN003640",643,208,643,208
"2432","AFUN003641",2189,677,2189,677
"2433","AFUN003642",95,53,95,53
"2434","AFUN003643",268,116,268,116
"2435","AFUN003644",149,105,149,105
"2436","AFUN003647",34,45,34,45
"2437","AFUN003648",3106,824,3106,824
"2438","AFUN003649",919,821,919,821
"2439","AFUN003650",715,368,715,368
"2440","AFUN003653",56,32,56,32
"2441","AFUN003655",1629,901,1629,901
"2442","AFUN003656",101,36,101,36
"2443","AFUN003657",301,202,301,202
"2444","AFUN003658",148,34,148,34
"2445","AFUN003659",956,435,956,435
"2446","AFUN003660",227,47,227,47
"2447","AFUN003661",674,200,674,200
"2448","AFUN003662",9,48,9,48
"2449","AFUN003663",208,256,208,256
"2450","AFUN003666",153,112,153,112
"2451","AFUN003667",770,121,770,121
"2452","AFUN003668",238,45,238,45
"2453","AFUN003669",1433,529,1433,529
"2454","AFUN003671",4953,1077,4953,1077
"2455","AFUN003672",217,115,217,115
"2456","AFUN003673",9,83,9,83
"2457","AFUN003674",121,162,121,162
"2458","AFUN003676",23,83,23,83
"2459","AFUN003677",2273,661,2273,661
"2460","AFUN003678",301,505,301,505
"2461","AFUN003681",259,139,259,139
"2462","AFUN003682",238,184,238,184
"2463","AFUN003683",266,1274,266,1274
"2464","AFUN003684",144,32,144,32
"2465","AFUN003685",44,121,44,121
"2466","AFUN003686",450,396,450,396
"2467","AFUN003687",147,36,147,36
"2468","AFUN003689",176,78,176,78
"2469","AFUN003690",13,46,13,46
"2470","AFUN003691",843,227,843,227
"2471","AFUN003694",650,2060,650,2060
"2472","AFUN003695",104,33,104,33
"2473","AFUN003696",29,4,29,4
"2474","AFUN003697",8,0,8,0
"2475","AFUN003698",487,466,487,466
"2476","AFUN003699",478,227,478,227
"2477","AFUN003702",2133,580,2133,580
"2478","AFUN003703",139,21,139,21
"2479","AFUN003704",1277,946,1277,946
"2480","AFUN003705",25,52,25,52
"2481","AFUN003706",2,19,2,19
"2482","AFUN003709",219,1034,219,1034
"2483","AFUN003714",6,17,6,17
"2484","AFUN003715",1075,348,1075,348
"2485","AFUN003718",597,258,597,258
"2486","AFUN003719",51,75,51,75
"2487","AFUN003720",101,333,101,333
"2488","AFUN003721",4341,2124,4341,2124
"2489","AFUN003722",79,7,79,7
"2490","AFUN003723",332,84,332,84
"2491","AFUN003724",86,32,86,32
"2492","AFUN003727",23,42,23,42
"2493","AFUN003729",173,44,173,44
"2494","AFUN003730",23,29,23,29
"2495","AFUN003731",62,56,62,56
"2496","AFUN003732",152,59,152,59
"2497","AFUN003733",113,17,113,17
"2498","AFUN003734",4790,3800,4790,3800
"2499","AFUN003735",2971,1113,2971,1113
"2500","AFUN003736",2,16,2,16
"2501","AFUN003737",12,69,12,69
"2502","AFUN003738",288,334,288,334
"2503","AFUN003739",233,30,233,30
"2504","AFUN003740",272,93,272,93
"2505","AFUN003741",18,323,18,323
"2506","AFUN003742",26,31,26,31
"2507","AFUN003743",213,61,213,61
"2508","AFUN003744",1192,402,1192,402
"2509","AFUN003745",46,69,46,69
"2510","AFUN003746",6,6,6,6
"2511","AFUN003747",56,32,56,32
"2512","AFUN003748",399,123,399,123
"2513","AFUN003749",194,47,194,47
"2514","AFUN003750",2,22,2,22
"2515","AFUN003751",19,0,19,0
"2516","AFUN003752",21,0,21,0
"2517","AFUN003753",1682,279,1682,279
"2518","AFUN003759",191,48,191,48
"2519","AFUN003760",8476,1801,8476,1801
"2520","AFUN003761",709,347,709,347
"2521","AFUN003764",149,50,149,50
"2522","AFUN003765",69,27,69,27
"2523","AFUN003766",1998,1707,1998,1707
"2524","AFUN003767",351,123,351,123
"2525","AFUN003768",785,242,785,242
"2526","AFUN003769",160,143,160,143
"2527","AFUN003770",1998,1233,1998,1233
"2528","AFUN003771",2550,781,2550,781
"2529","AFUN003772",6883,2694,6883,2694
"2530","AFUN003774",34,28,34,28
"2531","AFUN003775",57,22,57,22
"2532","AFUN003777",17,39,17,39
"2533","AFUN003778",6041,1638,6041,1638
"2534","AFUN003779",1643,3132,1643,3132
"2535","AFUN003780",3164,392,3164,392
"2536","AFUN003781",26,5,26,5
"2537","AFUN003784",107,47,107,47
"2538","AFUN003785",352,135,352,135
"2539","AFUN003786",1245,289,1245,289
"2540","AFUN003791",285,71,285,71
"2541","AFUN003793",729,136,729,136
"2542","AFUN003794",195,85,195,85
"2543","AFUN003795",576,247,576,247
"2544","AFUN003796",289,185,289,185
"2545","AFUN003797",11,8,11,8
"2546","AFUN003798",3,2,3,2
"2547","AFUN003799",969,668,969,668
"2548","AFUN003800",8,65,8,65
"2549","AFUN003801",154,74,154,74
"2550","AFUN003802",956,1017,956,1017
"2551","AFUN003803",764,667,764,667
"2552","AFUN003804",82,218,82,218
"2553","AFUN003805",568,250,568,250
"2554","AFUN003806",9081,6823,9081,6823
"2555","AFUN003809",106,61,106,61
"2556","AFUN003810",96,59,96,59
"2557","AFUN003816",153,57,153,57
"2558","AFUN003818",1730,2040,1730,2040
"2559","AFUN003819",783,318,783,318
"2560","AFUN003820",354,197,354,197
"2561","AFUN003821",108,104,108,104
"2562","AFUN003822",26,10,26,10
"2563","AFUN003823",3,10,3,10
"2564","AFUN003824",520,954,520,954
"2565","AFUN003825",2,7,2,7
"2566","AFUN003826",8,12,8,12
"2567","AFUN003827",0,8,0,8
"2568","AFUN003832",22,6,22,6
"2569","AFUN003833",617,74,617,74
"2570","AFUN003835",89,136,89,136
"2571","AFUN003836",392,147,392,147
"2572","AFUN003837",740,202,740,202
"2573","AFUN003838",735,288,735,288
"2574","AFUN003839",947,496,947,496
"2575","AFUN003842",145,47,145,47
"2576","AFUN003843",232,367,232,367
"2577","AFUN003844",172,64,172,64
"2578","AFUN003845",82,45,82,45
"2579","AFUN003846",968,2564,968,2564
"2580","AFUN003847",421,85,421,85
"2581","AFUN003848",735,282,735,282
"2582","AFUN003850",6084,12908,6084,12908
"2583","AFUN003852",2648,514,2648,514
"2584","AFUN003853",1316,822,1316,822
"2585","AFUN003856",38,27,38,27
"2586","AFUN003859",89,513,89,513
"2587","AFUN003860",143,224,143,224
"2588","AFUN003863",50,22,50,22
"2589","AFUN003864",146,389,146,389
"2590","AFUN003865",74,278,74,278
"2591","AFUN003866",128,82,128,82
"2592","AFUN003868",1581,351,1581,351
"2593","AFUN003870",371,421,371,421
"2594","AFUN003871",551,284,551,284
"2595","AFUN003873",123,61,123,61
"2596","AFUN003874",2880,1229,2880,1229
"2597","AFUN003875",1542,494,1542,494
"2598","AFUN003876",153,291,153,291
"2599","AFUN003877",442,113,442,113
"2600","AFUN003878",6994,4047,6994,4047
"2601","AFUN003880",52,18,52,18
"2602","AFUN003881",603,244,603,244
"2603","AFUN003882",2567,488,2567,488
"2604","AFUN003883",339,235,339,235
"2605","AFUN003884",34,27,34,27
"2606","AFUN003885",2216,485,2216,485
"2607","AFUN003886",61,6,61,6
"2608","AFUN003887",434,67,434,67
"2609","AFUN003888",66,10,66,10
"2610","AFUN003889",163,38,163,38
"2611","AFUN003892",2102,825,2102,825
"2612","AFUN003893",87,43,87,43
"2613","AFUN003894",59,29,59,29
"2614","AFUN003895",439,185,439,185
"2615","AFUN003899",29,26,29,26
"2616","AFUN003900",19,11,19,11
"2617","AFUN003906",853,290,853,290
"2618","AFUN003907",8885,2852,8885,2852
"2619","AFUN003908",256,69,256,69
"2620","AFUN003909",313,201,313,201
"2621","AFUN003910",43,16,43,16
"2622","AFUN003911",908,180,908,180
"2623","AFUN003912",506,128,506,128
"2624","AFUN003913",188,114,188,114
"2625","AFUN003917",525,209,525,209
"2626","AFUN003921",1816,223,1816,223
"2627","AFUN003922",81,9,81,9
"2628","AFUN003923",140,91,140,91
"2629","AFUN003924",443,202,443,202
"2630","AFUN003925",21,6,21,6
"2631","AFUN003926",1511,264,1511,264
"2632","AFUN003927",0,0,0,0
"2633","AFUN003928",58,54,58,54
"2634","AFUN003931",0,8,0,8
"2635","AFUN003932",1463,653,1463,653
"2636","AFUN003933",652,371,652,371
"2637","AFUN003934",620,438,620,438
"2638","AFUN003935",59,19,59,19
"2639","AFUN003937",254,70,254,70
"2640","AFUN003938",265,30,265,30
"2641","AFUN003939",570,130,570,130
"2642","AFUN003940",4,14,4,14
"2643","AFUN003952",738,272,738,272
"2644","AFUN003953",454,144,454,144
"2645","AFUN003954",460,523,460,523
"2646","AFUN003955",1126,249,1126,249
"2647","AFUN003956",200,681,200,681
"2648","AFUN003957",0,6,0,6
"2649","AFUN003958",45,41,45,41
"2650","AFUN003959",4,18,4,18
"2651","AFUN003960",2282,667,2282,667
"2652","AFUN003961",804,1191,804,1191
"2653","AFUN003962",29,78,29,78
"2654","AFUN003963",1670,390,1670,390
"2655","AFUN003964",2399,1106,2399,1106
"2656","AFUN003965",1570,889,1570,889
"2657","AFUN003966",13,18,13,18
"2658","AFUN003968",80,131,80,131
"2659","AFUN003970",31,5,31,5
"2660","AFUN003971",31,0,31,0
"2661","AFUN003972",34,13,34,13
"2662","AFUN003973",35,1,35,1
"2663","AFUN003974",34,2,34,2
"2664","AFUN003977",376,268,376,268
"2665","AFUN003978",930,1942,930,1942
"2666","AFUN003979",207,131,207,131
"2667","AFUN003980",4449,986,4449,986
"2668","AFUN003981",28,16,28,16
"2669","AFUN003982",261,63,261,63
"2670","AFUN003983",4097,699,4097,699
"2671","AFUN003984",577,189,577,189
"2672","AFUN003985",179,46,179,46
"2673","AFUN003986",269,106,269,106
"2674","AFUN003987",397,102,397,102
"2675","AFUN003988",7,52,7,52
"2676","AFUN003989",38,27,38,27
"2677","AFUN003990",4,9,4,9
"2678","AFUN003991",134,205,134,205
"2679","AFUN003992",747,156,747,156
"2680","AFUN003994",1630,416,1630,416
"2681","AFUN003995",461,134,461,134
"2682","AFUN003996",191,322,191,322
"2683","AFUN003997",10,19,10,19
"2684","AFUN003999",43,22,43,22
"2685","AFUN004000",1823,708,1823,708
"2686","AFUN004001",509,170,509,170
"2687","AFUN004002",607,488,607,488
"2688","AFUN004003",0,0,0,0
"2689","AFUN004006",29,165,29,165
"2690","AFUN004008",13489,5993,13489,5993
"2691","AFUN004009",174,92,174,92
"2692","AFUN004010",221,89,221,89
"2693","AFUN004011",284,90,284,90
"2694","AFUN004012",839,764,839,764
"2695","AFUN004013",159,117,159,117
"2696","AFUN004014",437,305,437,305
"2697","AFUN004015",1354,387,1354,387
"2698","AFUN004016",46,28,46,28
"2699","AFUN004019",8,0,8,0
"2700","AFUN004022",0,0,0,0
"2701","AFUN004023",646,190,646,190
"2702","AFUN004024",5198,1068,5198,1068
"2703","AFUN004025",138,23,138,23
"2704","AFUN004027",320,78,320,78
"2705","AFUN004028",79,22,79,22
"2706","AFUN004029",4412,7100,4412,7100
"2707","AFUN004030",6720,1976,6720,1976
"2708","AFUN004031",1156,1378,1156,1378
"2709","AFUN004032",121,192,121,192
"2710","AFUN004033",2193,1570,2193,1570
"2711","AFUN004036",235,165,235,165
"2712","AFUN004038",274,423,274,423
"2713","AFUN004041",3727,1990,3727,1990
"2714","AFUN004042",5373,2225,5373,2225
"2715","AFUN004043",1577,450,1577,450
"2716","AFUN004044",0,3,0,3
"2717","AFUN004045",524,728,524,728
"2718","AFUN004046",414,64,414,64
"2719","AFUN004047",1663,869,1663,869
"2720","AFUN004048",382,76,382,76
"2721","AFUN004049",686,188,686,188
"2722","AFUN004050",1210,472,1210,472
"2723","AFUN004053",7622,1345,7622,1345
"2724","AFUN004054",59,19,59,19
"2725","AFUN004055",20,6,20,6
"2726","AFUN004057",8007,3958,8007,3958
"2727","AFUN004058",1485,569,1485,569
"2728","AFUN004059",841,326,841,326
"2729","AFUN004060",3030,1191,3030,1191
"2730","AFUN004061",5885,1874,5885,1874
"2731","AFUN004063",2736,685,2736,685
"2732","AFUN004064",166,79,166,79
"2733","AFUN004065",80,0,80,0
"2734","AFUN004066",0,0,0,0
"2735","AFUN004067",7,0,7,0
"2736","AFUN004068",6,0,6,0
"2737","AFUN004069",4,0,4,0
"2738","AFUN004070",485,411,485,411
"2739","AFUN004071",48,29,48,29
"2740","AFUN004072",309,303,309,303
"2741","AFUN004073",388,456,388,456
"2742","AFUN004074",444,107,444,107
"2743","AFUN004075",392,123,392,123
"2744","AFUN004076",261,1217,261,1217
"2745","AFUN004078",167,39,167,39
"2746","AFUN004079",3064,885,3064,885
"2747","AFUN004080",296,317,296,317
"2748","AFUN004082",8290,5149,8290,5149
"2749","AFUN004084",1320,512,1320,512
"2750","AFUN004086",4516,1146,4516,1146
"2751","AFUN004087",64,26,64,26
"2752","AFUN004088",46,21,46,21
"2753","AFUN004089",566,115,566,115
"2754","AFUN004090",833,964,833,964
"2755","AFUN004091",74,7,74,7
"2756","AFUN004092",254,50,254,50
"2757","AFUN004093",7908,4599,7908,4599
"2758","AFUN004095",858,2344,858,2344
"2759","AFUN004096",167,131,167,131
"2760","AFUN004097",3946,2560,3946,2560
"2761","AFUN004098",1610,425,1610,425
"2762","AFUN004099",79,32,79,32
"2763","AFUN004100",66,41,66,41
"2764","AFUN004101",64,48,64,48
"2765","AFUN004102",1479,150,1479,150
"2766","AFUN004103",0,1,0,1
"2767","AFUN004104",2565,1380,2565,1380
"2768","AFUN004105",5792,1357,5792,1357
"2769","AFUN004108",103,76,103,76
"2770","AFUN004111",1441,410,1441,410
"2771","AFUN004112",165,307,165,307
"2772","AFUN004113",103,52,103,52
"2773","AFUN004114",21,93,21,93
"2774","AFUN004115",6620,2449,6620,2449
"2775","AFUN004116",1432,436,1432,436
"2776","AFUN004117",2167,1544,2167,1544
"2777","AFUN004120",178,742,178,742
"2778","AFUN004121",38,4,38,4
"2779","AFUN004122",13,10,13,10
"2780","AFUN004123",434,82,434,82
"2781","AFUN004124",0,0,0,0
"2782","AFUN004125",35,60,35,60
"2783","AFUN004126",0,2,0,2
"2784","AFUN004129",412,127,412,127
"2785","AFUN004130",1398,929,1398,929
"2786","AFUN004131",146,712,146,712
"2787","AFUN004133",343,131,343,131
"2788","AFUN004134",292,104,292,104
"2789","AFUN004135",1655,777,1655,777
"2790","AFUN004136",1309,237,1309,237
"2791","AFUN004137",3458,1403,3458,1403
"2792","AFUN004138",265,52,265,52
"2793","AFUN004139",741,386,741,386
"2794","AFUN004140",815,527,815,527
"2795","AFUN004141",63,155,63,155
"2796","AFUN004142",3892,3600,3892,3600
"2797","AFUN004143",109,12,109,12
"2798","AFUN004144",8,6,8,6
"2799","AFUN004146",131,18,131,18
"2800","AFUN004149",286,160,286,160
"2801","AFUN004150",22,66,22,66
"2802","AFUN004151",386,157,386,157
"2803","AFUN004152",10,1,10,1
"2804","AFUN004153",204,2,204,2
"2805","AFUN004154",1048,134,1048,134
"2806","AFUN004155",11,19,11,19
"2807","AFUN004156",12306,1878,12306,1878
"2808","AFUN004157",450,82,450,82
"2809","AFUN004158",7416,2548,7416,2548
"2810","AFUN004159",1007,237,1007,237
"2811","AFUN004160",1,5,1,5
"2812","AFUN004161",134,34,134,34
"2813","AFUN004162",27,117,27,117
"2814","AFUN004163",1639,1534,1639,1534
"2815","AFUN004164",20,12,20,12
"2816","AFUN004166",42,12,42,12
"2817","AFUN004167",116,20,116,20
"2818","AFUN004168",1917,279,1917,279
"2819","AFUN004171",167,70,167,70
"2820","AFUN004173",138,36,138,36
"2821","AFUN004177",61,113,61,113
"2822","AFUN004178",1029,5517,1029,5517
"2823","AFUN004179",6,5,6,5
"2824","AFUN004182",859,331,859,331
"2825","AFUN004183",312,226,312,226
"2826","AFUN004184",88,5,88,5
"2827","AFUN004185",53,8,53,8
"2828","AFUN004186",1389,620,1389,620
"2829","AFUN004187",3137,921,3137,921
"2830","AFUN004188",206,390,206,390
"2831","AFUN004189",119,57,119,57
"2832","AFUN004190",242,221,242,221
"2833","AFUN004192",2874,3959,2874,3959
"2834","AFUN004194",35,17,35,17
"2835","AFUN004195",1703,614,1703,614
"2836","AFUN004196",18,45,18,45
"2837","AFUN004197",0,0,0,0
"2838","AFUN004198",3,2,3,2
"2839","AFUN004200",95,33,95,33
"2840","AFUN004202",64,5,64,5
"2841","AFUN004206",1675,214,1675,214
"2842","AFUN004207",3,191,3,191
"2843","AFUN004208",773,547,773,547
"2844","AFUN004209",1831,763,1831,763
"2845","AFUN004210",1405,817,1405,817
"2846","AFUN004214",1155,390,1155,390
"2847","AFUN004215",529,719,529,719
"2848","AFUN004219",2218,868,2218,868
"2849","AFUN004223",2,6,2,6
"2850","AFUN004224",1347,2351,1347,2351
"2851","AFUN004225",1222,474,1222,474
"2852","AFUN004226",74,22,74,22
"2853","AFUN004227",631,565,631,565
"2854","AFUN004228",282,103,282,103
"2855","AFUN004229",157,55,157,55
"2856","AFUN004230",490,370,490,370
"2857","AFUN004231",233,83,233,83
"2858","AFUN004233",59,21,59,21
"2859","AFUN004235",4542,2793,4542,2793
"2860","AFUN004236",1462,1147,1462,1147
"2861","AFUN004237",168,297,168,297
"2862","AFUN004238",2,10,2,10
"2863","AFUN004239",0,4,0,4
"2864","AFUN004240",96,81,96,81
"2865","AFUN004241",0,5,0,5
"2866","AFUN004242",0,1,0,1
"2867","AFUN004243",0,0,0,0
"2868","AFUN004244",0,0,0,0
"2869","AFUN004245",0,0,0,0
"2870","AFUN004246",2756,1286,2756,1286
"2871","AFUN004247",309,79,309,79
"2872","AFUN004250",2,0,2,0
"2873","AFUN004251",332,300,332,300
"2874","AFUN004252",2110,459,2110,459
"2875","AFUN004253",202,77,202,77
"2876","AFUN004255",667,304,667,304
"2877","AFUN004256",323,111,323,111
"2878","AFUN004258",0,0,0,0
"2879","AFUN004260",0,14,0,14
"2880","AFUN004261",38,0,38,0
"2881","AFUN004265",115,264,115,264
"2882","AFUN004268",119,499,119,499
"2883","AFUN004269",2424,4066,2424,4066
"2884","AFUN004271",412,550,412,550
"2885","AFUN004272",546,265,546,265
"2886","AFUN004273",359,230,359,230
"2887","AFUN004274",380,91,380,91
"2888","AFUN004275",127,48,127,48
"2889","AFUN004276",22018,5023,22018,5023
"2890","AFUN004277",1192,417,1192,417
"2891","AFUN004278",38,84,38,84
"2892","AFUN004279",0,27,0,27
"2893","AFUN004280",31,72,31,72
"2894","AFUN004283",23,7,23,7
"2895","AFUN004284",65,26,65,26
"2896","AFUN004285",109,49,109,49
"2897","AFUN004286",457,285,457,285
"2898","AFUN004287",397,84,397,84
"2899","AFUN004294",4,32,4,32
"2900","AFUN004295",369,41,369,41
"2901","AFUN004296",93,92,93,92
"2902","AFUN004297",1618,273,1618,273
"2903","AFUN004298",1160,581,1160,581
"2904","AFUN004299",28,51,28,51
"2905","AFUN004301",78,53,78,53
"2906","AFUN004303",440,107,440,107
"2907","AFUN004307",800,157,800,157
"2908","AFUN004308",1939,800,1939,800
"2909","AFUN004309",234,122,234,122
"2910","AFUN004310",1237,319,1237,319
"2911","AFUN004311",3183,1009,3183,1009
"2912","AFUN004312",0,3,0,3
"2913","AFUN004315",67,111,67,111
"2914","AFUN004316",5,0,5,0
"2915","AFUN004318",848,304,848,304
"2916","AFUN004321",914,649,914,649
"2917","AFUN004322",451,403,451,403
"2918","AFUN004325",417,1168,417,1168
"2919","AFUN004327",232,1750,232,1750
"2920","AFUN004328",134,31,134,31
"2921","AFUN004329",225,170,225,170
"2922","AFUN004330",632,293,632,293
"2923","AFUN004331",17,27,17,27
"2924","AFUN004333",82,29,82,29
"2925","AFUN004335",366,62,366,62
"2926","AFUN004336",892,492,892,492
"2927","AFUN004339",278,150,278,150
"2928","AFUN004340",280,290,280,290
"2929","AFUN004341",22,59,22,59
"2930","AFUN004342",1384,601,1384,601
"2931","AFUN004343",63,10,63,10
"2932","AFUN004344",161,244,161,244
"2933","AFUN004345",150,141,150,141
"2934","AFUN004346",179,38,179,38
"2935","AFUN004347",8,0,8,0
"2936","AFUN004348",604,332,604,332
"2937","AFUN004349",34,16,34,16
"2938","AFUN004350",149,165,149,165
"2939","AFUN004351",306,1044,306,1044
"2940","AFUN004353",3,4,3,4
"2941","AFUN004354",188,51,188,51
"2942","AFUN004355",101,51,101,51
"2943","AFUN004356",1447,404,1447,404
"2944","AFUN004357",1222,390,1222,390
"2945","AFUN004362",290,189,290,189
"2946","AFUN004363",2,3,2,3
"2947","AFUN004364",2450,597,2450,597
"2948","AFUN004365",16,3,16,3
"2949","AFUN004366",151,138,151,138
"2950","AFUN004367",40,10,40,10
"2951","AFUN004368",89,43,89,43
"2952","AFUN004369",48,286,48,286
"2953","AFUN004370",6,0,6,0
"2954","AFUN004371",7,12,7,12
"2955","AFUN004372",4285,1897,4285,1897
"2956","AFUN004373",28,21,28,21
"2957","AFUN004375",8244,1291,8244,1291
"2958","AFUN004376",836,1222,836,1222
"2959","AFUN004377",77,59,77,59
"2960","AFUN004380",1215,648,1215,648
"2961","AFUN004381",507,358,507,358
"2962","AFUN004386",44,159,44,159
"2963","AFUN004387",2,38,2,38
"2964","AFUN004388",36,16,36,16
"2965","AFUN004391",683,732,683,732
"2966","AFUN004392",102,249,102,249
"2967","AFUN004394",4,10,4,10
"2968","AFUN004396",70,7,70,7
"2969","AFUN004397",104,35,104,35
"2970","AFUN004398",19,5,19,5
"2971","AFUN004399",3172,2268,3172,2268
"2972","AFUN004400",223,54,223,54
"2973","AFUN004402",539,144,539,144
"2974","AFUN004404",816,221,816,221
"2975","AFUN004410",108,29,108,29
"2976","AFUN004413",489,108,489,108
"2977","AFUN004414",1088,269,1088,269
"2978","AFUN004415",1410,124,1410,124
"2979","AFUN004416",39,69,39,69
"2980","AFUN004417",141,79,141,79
"2981","AFUN004418",1,35,1,35
"2982","AFUN004419",2521,1042,2521,1042
"2983","AFUN004421",1055,386,1055,386
"2984","AFUN004422",2278,375,2278,375
"2985","AFUN004423",471,90,471,90
"2986","AFUN004424",44,46,44,46
"2987","AFUN004425",714,386,714,386
"2988","AFUN004426",96,86,96,86
"2989","AFUN004427",3528,1374,3528,1374
"2990","AFUN004428",263,69,263,69
"2991","AFUN004429",1904,445,1904,445
"2992","AFUN004430",20,33,20,33
"2993","AFUN004431",2460,1511,2460,1511
"2994","AFUN004432",1340,783,1340,783
"2995","AFUN004433",2,52,2,52
"2996","AFUN004434",494,316,494,316
"2997","AFUN004435",356,61,356,61
"2998","AFUN004436",159,44,159,44
"2999","AFUN004437",85,37,85,37
"3000","AFUN004438",4899,1206,4899,1206
"3001","AFUN004439",425,186,425,186
"3002","AFUN004440",1197,245,1197,245
"3003","AFUN004441",782,324,782,324
"3004","AFUN004442",953,377,953,377
"3005","AFUN004443",1518,383,1518,383
"3006","AFUN004444",3946,822,3946,822
"3007","AFUN004445",2,0,2,0
"3008","AFUN004446",362,97,362,97
"3009","AFUN004447",264,68,264,68
"3010","AFUN004448",3162,561,3162,561
"3011","AFUN004449",321,192,321,192
"3012","AFUN004451",1594,960,1594,960
"3013","AFUN004453",876,182,876,182
"3014","AFUN004454",3348,1318,3348,1318
"3015","AFUN004456",3315,739,3315,739
"3016","AFUN004457",19,26,19,26
"3017","AFUN004458",895,140,895,140
"3018","AFUN004459",3295,1858,3295,1858
"3019","AFUN004460",31,98,31,98
"3020","AFUN004461",54,47,54,47
"3021","AFUN004462",516,227,516,227
"3022","AFUN004463",77,100,77,100
"3023","AFUN004464",111,162,111,162
"3024","AFUN004465",83,77,83,77
"3025","AFUN004466",7,60,7,60
"3026","AFUN004469",480,398,480,398
"3027","AFUN004471",178,53,178,53
"3028","AFUN004472",484,299,484,299
"3029","AFUN004473",7,45,7,45
"3030","AFUN004474",111,17,111,17
"3031","AFUN004475",683,45,683,45
"3032","AFUN004476",359,84,359,84
"3033","AFUN004477",344,56,344,56
"3034","AFUN004478",154,90,154,90
"3035","AFUN004479",278,164,278,164
"3036","AFUN004480",45,16,45,16
"3037","AFUN004483",3,5,3,5
"3038","AFUN004488",0,0,0,0
"3039","AFUN004493",674,197,674,197
"3040","AFUN004494",870,662,870,662
"3041","AFUN004495",349,140,349,140
"3042","AFUN004496",421,149,421,149
"3043","AFUN004497",2402,750,2402,750
"3044","AFUN004498",581,381,581,381
"3045","AFUN004499",113,95,113,95
"3046","AFUN004501",369,197,369,197
"3047","AFUN004504",1301,150,1301,150
"3048","AFUN004505",96,108,96,108
"3049","AFUN004506",158,180,158,180
"3050","AFUN004507",116,55,116,55
"3051","AFUN004508",374,88,374,88
"3052","AFUN004509",2187,1183,2187,1183
"3053","AFUN004511",2966,731,2966,731
"3054","AFUN004514",162,57,162,57
"3055","AFUN004518",165,115,165,115
"3056","AFUN004519",218,121,218,121
"3057","AFUN004520",586,229,586,229
"3058","AFUN004521",944,460,944,460
"3059","AFUN004522",400,221,400,221
"3060","AFUN004523",932,203,932,203
"3061","AFUN004524",455,87,455,87
"3062","AFUN004525",0,22,0,22
"3063","AFUN004526",5,0,5,0
"3064","AFUN004527",2,18,2,18
"3065","AFUN004530",138,17,138,17
"3066","AFUN004532",401,940,401,940
"3067","AFUN004533",1569,229,1569,229
"3068","AFUN004534",241,57,241,57
"3069","AFUN004539",381,185,381,185
"3070","AFUN004540",74,31,74,31
"3071","AFUN004542",17,32,17,32
"3072","AFUN004544",384,242,384,242
"3073","AFUN004545",644,415,644,415
"3074","AFUN004548",179,225,179,225
"3075","AFUN004549",252,36,252,36
"3076","AFUN004550",418,73,418,73
"3077","AFUN004551",122,67,122,67
"3078","AFUN004556",47,10,47,10
"3079","AFUN004557",344,618,344,618
"3080","AFUN004558",91,14,91,14
"3081","AFUN004559",3439,4210,3439,4210
"3082","AFUN004561",21,11,21,11
"3083","AFUN004564",6663,1392,6663,1392
"3084","AFUN004566",329,24,329,24
"3085","AFUN004567",192,67,192,67
"3086","AFUN004568",13,36,13,36
"3087","AFUN004569",19,21,19,21
"3088","AFUN004572",3432,1363,3432,1363
"3089","AFUN004576",24,14,24,14
"3090","AFUN004581",551,288,551,288
"3091","AFUN004582",345,78,345,78
"3092","AFUN004583",109,179,109,179
"3093","AFUN004584",1825,2185,1825,2185
"3094","AFUN004585",42,82,42,82
"3095","AFUN004586",705,625,705,625
"3096","AFUN004587",9962,2184,9962,2184
"3097","AFUN004588",112,71,112,71
"3098","AFUN004589",277,181,277,181
"3099","AFUN004590",5540,2940,5540,2940
"3100","AFUN004591",128,98,128,98
"3101","AFUN004592",247,93,247,93
"3102","AFUN004594",550,220,550,220
"3103","AFUN004596",498,125,498,125
"3104","AFUN004597",345,175,345,175
"3105","AFUN004598",21,96,21,96
"3106","AFUN004601",48,22,48,22
"3107","AFUN004604",0,6,0,6
