"","gene_id","Teso_resistant","teso_susceptible","Teso_resistant.1","teso_susceptible.1"
"11163","AFUN019356",190,302,190,302
"11164","AFUN019357",124,18,124,18
"11165","AFUN019358",44,108,44,108
"11166","AFUN019359",108,35,108,35
"11167","AFUN019360",47,14,47,14
"11168","AFUN019361",984,315,984,315
"11169","AFUN019362",417,333,417,333
"11170","AFUN019363",9,0,9,0
"11171","AFUN019364",3,0,3,0
"11172","AFUN019365",372,357,372,357
"11173","AFUN019366",118,24,118,24
"11174","AFUN019367",2,3,2,3
"11175","AFUN019368",94,18,94,18
"11176","AFUN019369",0,10,0,10
"11177","AFUN019370",398,273,398,273
"11178","AFUN019371",33,9,33,9
"11179","AFUN019372",57,18,57,18
"11180","AFUN019373",1294,1078,1294,1078
"11181","AFUN019374",6,8,6,8
"11182","AFUN019375",140,25,140,25
"11183","AFUN019376",110,145,110,145
"11184","AFUN019377",66,109,66,109
"11185","AFUN019378",0,0,0,0
"11186","AFUN019379",43,14,43,14
"11187","AFUN019380",614,140,614,140
"11188","AFUN019381",98,72,98,72
"11189","AFUN019382",0,0,0,0
"11190","AFUN019383",74,10,74,10
"11191","AFUN019384",184,72,184,72
"11192","AFUN019385",11,0,11,0
"11193","AFUN019386",533,260,533,260
"11194","AFUN019387",0,4,0,4
"11195","AFUN019388",197,151,197,151
"11196","AFUN019389",151,57,151,57
"11197","AFUN019390",70,24,70,24
"11198","AFUN019391",562,188,562,188
"11199","AFUN019392",229,242,229,242
"11200","AFUN019393",147,62,147,62
"11201","AFUN019394",98,31,98,31
"11202","AFUN019395",79,48,79,48
"11203","AFUN019396",39,52,39,52
"11204","AFUN019397",1,0,1,0
"11205","AFUN019398",8,10,8,10
"11206","AFUN019399",0,23,0,23
"11207","AFUN019400",212,739,212,739
"11208","AFUN019401",64,333,64,333
"11209","AFUN019402",2,0,2,0
"11210","AFUN019403",39,19,39,19
"11211","AFUN019404",82,5,82,5
"11212","AFUN019405",6,0,6,0
"11213","AFUN019406",0,1,0,1
"11214","AFUN019407",106,96,106,96
"11215","AFUN019408",10,0,10,0
"11216","AFUN019409",93,43,93,43
"11217","AFUN019410",61,53,61,53
"11218","AFUN019411",0,5,0,5
"11219","AFUN019412",268,122,268,122
"11220","AFUN019413",140,62,140,62
"11221","AFUN019414",14,54,14,54
"11222","AFUN019415",91,34,91,34
"11223","AFUN019416",146,83,146,83
"11224","AFUN019417",189,75,189,75
"11225","AFUN019418",138,36,138,36
"11226","AFUN019419",8,1,8,1
"11227","AFUN019420",249,179,249,179
"11228","AFUN019421",2,0,2,0
"11229","AFUN019422",490,441,490,441
"11230","AFUN019423",5,2,5,2
"11231","AFUN019424",2,5,2,5
"11232","AFUN019425",122,15,122,15
"11233","AFUN019426",2,3,2,3
"11234","AFUN019427",2,1,2,1
"11235","AFUN019428",0,0,0,0
"11236","AFUN019429",176,29,176,29
"11237","AFUN019430",62,41,62,41
"11238","AFUN019431",28,38,28,38
"11239","AFUN019432",263,302,263,302
"11240","AFUN019433",12,16,12,16
"11241","AFUN019434",143,47,143,47
"11242","AFUN019435",54,5,54,5
"11243","AFUN019436",58,13,58,13
"11244","AFUN019437",102,453,102,453
"11245","AFUN019438",0,9,0,9
"11246","AFUN019439",0,0,0,0
"11247","AFUN019440",71,24,71,24
"11248","AFUN019441",5,0,5,0
"11249","AFUN019442",528,216,528,216
"11250","AFUN019443",7,0,7,0
"11251","AFUN019444",12,45,12,45
"11252","AFUN019445",3,14,3,14
"11253","AFUN019446",0,0,0,0
"11254","AFUN019447",229,190,229,190
"11255","AFUN019448",0,0,0,0
"11256","AFUN019449",4,2,4,2
"11257","AFUN019450",22,4,22,4
"11258","AFUN019451",47,30,47,30
"11259","AFUN019452",494,195,494,195
"11260","AFUN019453",357,228,357,228
"11261","AFUN019454",23,40,23,40
"11262","AFUN019455",8,0,8,0
"11263","AFUN019456",0,31,0,31
"11264","AFUN019457",11,2,11,2
"11265","AFUN019458",0,0,0,0
"11266","AFUN019459",1,14,1,14
"11267","AFUN019460",8,8,8,8
"11268","AFUN019461",0,0,0,0
"11269","AFUN019462",590,450,590,450
"11270","AFUN019463",5,21,5,21
"11271","AFUN019464",381,222,381,222
"11272","AFUN019465",5,2,5,2
"11273","AFUN019466",57,11,57,11
"11274","AFUN019467",14,190,14,190
"11275","AFUN019468",0,0,0,0
"11276","AFUN019469",125,30,125,30
"11277","AFUN019470",52,28,52,28
"11278","AFUN019471",56,17,56,17
"11279","AFUN019472",1769,1783,1769,1783
"11280","AFUN019473",5,28,5,28
"11281","AFUN019474",21,9,21,9
"11282","AFUN019475",2,4,2,4
"11283","AFUN019476",153,19,153,19
"11284","AFUN019477",703,110,703,110
"11285","AFUN019478",6,10,6,10
"11286","AFUN019479",82,64,82,64
"11287","AFUN019480",2,3,2,3
"11288","AFUN019481",19,12,19,12
"11289","AFUN019482",253,71,253,71
"11290","AFUN019483",1022,197,1022,197
"11291","AFUN019484",42,26,42,26
"11292","AFUN019485",5,2,5,2
"11293","AFUN019486",20,57,20,57
"11294","AFUN019487",610,1221,610,1221
"11295","AFUN019488",67,48,67,48
"11296","AFUN019489",0,0,0,0
"11297","AFUN019490",358,372,358,372
"11298","AFUN019491",130,312,130,312
"11299","AFUN019492",63,10,63,10
"11300","AFUN019493",197,276,197,276
"11301","AFUN019494",1197,307,1197,307
"11302","AFUN019495",232,91,232,91
"11303","AFUN019496",4,0,4,0
"11304","AFUN019497",0,3,0,3
"11305","AFUN019498",72,51,72,51
"11306","AFUN019499",240,236,240,236
"11307","AFUN019500",15,9,15,9
"11308","AFUN019501",0,0,0,0
"11309","AFUN019502",688,149,688,149
"11310","AFUN019503",1157,589,1157,589
"11311","AFUN019504",72,24,72,24
"11312","AFUN019505",361,89,361,89
"11313","AFUN019506",24,48,24,48
"11314","AFUN019507",61,19,61,19
"11315","AFUN019508",136,45,136,45
"11316","AFUN019509",73,14,73,14
"11317","AFUN019510",88,36,88,36
"11318","AFUN019511",0,0,0,0
"11319","AFUN019512",0,24,0,24
"11320","AFUN019513",1,60,1,60
"11321","AFUN019514",6,9,6,9
"11322","AFUN019515",0,0,0,0
"11323","AFUN019516",1,8,1,8
"11324","AFUN019517",0,1,0,1
"11325","AFUN019518",2,1,2,1
"11326","AFUN019519",60,43,60,43
"11327","AFUN019520",278,129,278,129
"11328","AFUN019521",4656,1337,4656,1337
"11329","AFUN019522",393,165,393,165
"11330","AFUN019523",1,0,1,0
"11331","AFUN019524",729,317,729,317
"11332","AFUN019525",58,24,58,24
"11333","AFUN019526",4,30,4,30
"11334","AFUN019527",51,8,51,8
"11335","AFUN019528",380,130,380,130
"11336","AFUN019529",4,13,4,13
"11337","AFUN019530",16,12,16,12
"11338","AFUN019531",11,3,11,3
"11339","AFUN019532",139,51,139,51
"11340","AFUN019533",98,52,98,52
"11341","AFUN019534",21,5,21,5
"11342","AFUN019535",8,0,8,0
"11343","AFUN019536",1801,280,1801,280
"11344","AFUN019537",39,15,39,15
"11345","AFUN019538",450,209,450,209
"11346","AFUN019539",31,11,31,11
"11347","AFUN019540",0,2,0,2
"11348","AFUN019541",2,0,2,0
"11349","AFUN019542",0,0,0,0
"11350","AFUN019543",174,71,174,71
"11351","AFUN019544",491,80,491,80
"11352","AFUN019545",0,0,0,0
"11353","AFUN019546",41,4,41,4
"11354","AFUN019547",274,134,274,134
"11355","AFUN019548",254,122,254,122
"11356","AFUN019549",17,6,17,6
"11357","AFUN019550",0,3,0,3
"11358","AFUN019551",13,0,13,0
"11359","AFUN019552",10,14,10,14
"11360","AFUN019553",0,0,0,0
"11361","AFUN019554",7,53,7,53
"11362","AFUN019555",1,1,1,1
"11363","AFUN019556",180,63,180,63
"11364","AFUN019557",19,5,19,5
"11365","AFUN019558",5,0,5,0
"11366","AFUN019559",1,21,1,21
"11367","AFUN019560",39,8,39,8
"11368","AFUN019561",69,21,69,21
"11369","AFUN019562",16,14,16,14
"11370","AFUN019563",664,480,664,480
"11371","AFUN019564",38,6,38,6
"11372","AFUN019565",456,77,456,77
"11373","AFUN019566",0,1,0,1
"11374","AFUN019567",7,46,7,46
"11375","AFUN019568",20,41,20,41
"11376","AFUN019569",3,5,3,5
"11377","AFUN019570",41,271,41,271
"11378","AFUN019571",0,16,0,16
"11379","AFUN019572",486,125,486,125
"11380","AFUN019573",80,69,80,69
"11381","AFUN019574",2,9,2,9
"11382","AFUN019575",19,21,19,21
"11383","AFUN019576",0,7,0,7
"11384","AFUN019577",6,13,6,13
"11385","AFUN019578",37,7,37,7
"11386","AFUN019579",332,108,332,108
"11387","AFUN019580",5,9,5,9
"11388","AFUN019581",5,30,5,30
"11389","AFUN019582",2,28,2,28
"11390","AFUN019583",29,67,29,67
"11391","AFUN019584",49,50,49,50
"11392","AFUN019585",235,45,235,45
"11393","AFUN019586",139,112,139,112
"11394","AFUN019587",15,6,15,6
"11395","AFUN019588",198,82,198,82
"11396","AFUN019589",5,10,5,10
"11397","AFUN019590",43,13,43,13
"11398","AFUN019591",14,0,14,0
"11399","AFUN019592",32,10,32,10
"11400","AFUN019593",31,36,31,36
"11401","AFUN019594",850,122,850,122
"11402","AFUN019595",6,8,6,8
"11403","AFUN019596",0,0,0,0
"11404","AFUN019597",8,0,8,0
"11405","AFUN019598",46,13,46,13
"11406","AFUN019599",141,211,141,211
"11407","AFUN019600",1343,189,1343,189
"11408","AFUN019601",11,13,11,13
"11409","AFUN019602",270,90,270,90
"11410","AFUN019603",220,100,220,100
"11411","AFUN019604",1,1,1,1
"11412","AFUN019605",0,0,0,0
"11413","AFUN019606",5,0,5,0
"11414","AFUN019607",0,3,0,3
"11415","AFUN019608",226,216,226,216
"11416","AFUN019609",30,10,30,10
"11417","AFUN019610",47,18,47,18
"11418","AFUN019611",1,0,1,0
"11419","AFUN019612",103,31,103,31
"11420","AFUN019613",0,0,0,0
"11421","AFUN019614",371,101,371,101
"11422","AFUN019615",5,2,5,2
"11423","AFUN019616",148,574,148,574
"11424","AFUN019617",296,287,296,287
"11425","AFUN019618",72,6,72,6
"11426","AFUN019619",0,0,0,0
"11427","AFUN019620",74,279,74,279
"11428","AFUN019621",334,252,334,252
"11429","AFUN019622",57,6,57,6
"11430","AFUN019623",2,0,2,0
"11431","AFUN019624",29,113,29,113
"11432","AFUN019625",19,1,19,1
"11433","AFUN019626",158,115,158,115
"11434","AFUN019627",6,7,6,7
"11435","AFUN019628",0,0,0,0
"11436","AFUN019629",92,31,92,31
"11437","AFUN019630",44,73,44,73
"11438","AFUN019631",0,0,0,0
"11439","AFUN019632",85,23,85,23
"11440","AFUN019633",0,13,0,13
"11441","AFUN019634",47,131,47,131
"11442","AFUN019635",396,45,396,45
"11443","AFUN019636",2,1,2,1
"11444","AFUN019637",756,135,756,135
"11445","AFUN019638",0,0,0,0
"11446","AFUN019639",166,145,166,145
"11447","AFUN019640",43,48,43,48
"11448","AFUN019641",197,793,197,793
"11449","AFUN019642",0,0,0,0
"11450","AFUN019643",30,25,30,25
"11451","AFUN019644",2,2,2,2
"11452","AFUN019645",660,1457,660,1457
"11453","AFUN019646",0,0,0,0
"11454","AFUN019647",98,149,98,149
"11455","AFUN019648",4,1,4,1
"11456","AFUN019649",2269,441,2269,441
"11457","AFUN019650",71,0,71,0
"11458","AFUN019651",27,0,27,0
"11459","AFUN019652",0,7,0,7
"11460","AFUN019653",0,0,0,0
"11461","AFUN019654",0,1,0,1
"11462","AFUN019655",2,0,2,0
"11463","AFUN019656",40,18,40,18
"11464","AFUN019657",0,0,0,0
"11465","AFUN019658",144,265,144,265
"11466","AFUN019659",20,27,20,27
"11467","AFUN019660",464,602,464,602
"11468","AFUN019661",9,0,9,0
"11469","AFUN019662",13,6,13,6
"11470","AFUN019663",107,39,107,39
"11471","AFUN019664",291,170,291,170
"11472","AFUN019665",25,18,25,18
"11473","AFUN019666",152,76,152,76
"11474","AFUN019667",185,64,185,64
"11475","AFUN019668",182,30,182,30
"11476","AFUN019669",56,10,56,10
"11477","AFUN019670",1,2,1,2
"11478","AFUN019671",24,382,24,382
"11479","AFUN019672",3,1,3,1
"11480","AFUN019673",0,0,0,0
"11481","AFUN019674",125,17,125,17
"11482","AFUN019675",148,46,148,46
"11483","AFUN019676",12,1,12,1
"11484","AFUN019677",19,44,19,44
"11485","AFUN019678",0,0,0,0
"11486","AFUN019679",8,0,8,0
"11487","AFUN019680",0,0,0,0
"11488","AFUN019681",1774,7663,1774,7663
"11489","AFUN019682",30,3,30,3
"11490","AFUN019683",0,3,0,3
"11491","AFUN019684",339,98,339,98
"11492","AFUN019685",2,0,2,0
"11493","AFUN019686",3,0,3,0
"11494","AFUN019687",97,41,97,41
"11495","AFUN019688",19,5,19,5
"11496","AFUN019689",151,46,151,46
"11497","AFUN019690",1,0,1,0
"11498","AFUN019691",2,8,2,8
"11499","AFUN019692",42,44,42,44
"11500","AFUN019693",157,33,157,33
"11501","AFUN019694",0,13,0,13
"11502","AFUN019695",37,16,37,16
"11503","AFUN019696",0,0,0,0
"11504","AFUN019697",0,14,0,14
"11505","AFUN019698",0,2,0,2
"11506","AFUN019699",619,18,619,18
"11507","AFUN019700",0,0,0,0
"11508","AFUN019701",0,0,0,0
"11509","AFUN019702",703,2347,703,2347
"11510","AFUN019703",250,140,250,140
"11511","AFUN019704",286,111,286,111
"11512","AFUN019705",6,1,6,1
"11513","AFUN019706",12,16,12,16
"11514","AFUN019707",139,87,139,87
"11515","AFUN019708",634,125,634,125
"11516","AFUN019709",79,26,79,26
"11517","AFUN019710",3,14,3,14
"11518","AFUN019711",23,18,23,18
"11519","AFUN019712",183,94,183,94
"11520","AFUN019713",0,4,0,4
"11521","AFUN019714",0,0,0,0
"11522","AFUN019715",0,5,0,5
"11523","AFUN019716",29,8,29,8
"11524","AFUN019717",0,4,0,4
"11525","AFUN019718",2,3,2,3
"11526","AFUN019719",69,25,69,25
"11527","AFUN019720",29,8,29,8
"11528","AFUN019721",512,895,512,895
"11529","AFUN019722",29,191,29,191
"11530","AFUN019723",52,0,52,0
"11531","AFUN019724",1531,122,1531,122
"11532","AFUN019725",370,516,370,516
"11533","AFUN019726",217,18,217,18
"11534","AFUN019727",0,0,0,0
"11535","AFUN019728",0,47,0,47
"11536","AFUN019729",1082,197,1082,197
"11537","AFUN019730",148,8,148,8
"11538","AFUN019731",0,3,0,3
"11539","AFUN019732",640,191,640,191
"11540","AFUN019733",900,1825,900,1825
"11541","AFUN019734",635,239,635,239
"11542","AFUN019735",2,4,2,4
"11543","AFUN019736",592,759,592,759
"11544","AFUN019737",229,47,229,47
"11545","AFUN019738",60,19,60,19
"11546","AFUN019739",232,71,232,71
"11547","AFUN019740",34,11,34,11
"11548","AFUN019741",9,1,9,1
"11549","AFUN019742",3612,1150,3612,1150
"11550","AFUN019743",1,8,1,8
"11551","AFUN019744",0,7,0,7
"11552","AFUN019745",0,2,0,2
"11553","AFUN019746",86,30,86,30
"11554","AFUN019747",34,61,34,61
"11555","AFUN019748",2,8,2,8
"11556","AFUN019749",42,3,42,3
"11557","AFUN019750",101,27,101,27
"11558","AFUN019751",28,6,28,6
"11559","AFUN019752",39,34,39,34
"11560","AFUN019753",7,13,7,13
"11561","AFUN019754",33,65,33,65
"11562","AFUN019755",7,4,7,4
"11563","AFUN019756",0,3,0,3
"11564","AFUN019757",0,0,0,0
"11565","AFUN019758",686,1017,686,1017
"11566","AFUN019759",70,35,70,35
"11567","AFUN019760",0,0,0,0
"11568","AFUN019761",113,47,113,47
"11569","AFUN019762",39,34,39,34
"11570","AFUN019763",0,0,0,0
"11571","AFUN019764",0,0,0,0
"11572","AFUN019765",316,314,316,314
"11573","AFUN019766",16,2,16,2
"11574","AFUN019767",47,11,47,11
"11575","AFUN019768",0,1,0,1
"11576","AFUN019769",0,2,0,2
"11577","AFUN019770",5,0,5,0
"11578","AFUN019771",7,10,7,10
"11579","AFUN019772",55,10,55,10
"11580","AFUN019773",0,0,0,0
"11581","AFUN019774",3,25,3,25
"11582","AFUN019775",40,535,40,535
"11583","AFUN019776",105,35,105,35
"11584","AFUN019777",7,1,7,1
"11585","AFUN019778",2,13,2,13
"11586","AFUN019779",111,142,111,142
"11587","AFUN019780",2116,288,2116,288
"11588","AFUN019781",398,211,398,211
"11589","AFUN019782",338,164,338,164
"11590","AFUN019783",4,28,4,28
"11591","AFUN019784",1,0,1,0
"11592","AFUN019785",1,5,1,5
"11593","AFUN019786",0,0,0,0
"11594","AFUN019787",4,15,4,15
"11595","AFUN019788",29,7,29,7
"11596","AFUN019789",37,14,37,14
"11597","AFUN019790",2,0,2,0
"11598","AFUN019791",298,73,298,73
"11599","AFUN019792",20,1,20,1
"11600","AFUN019793",0,0,0,0
"11601","AFUN019794",2,6,2,6
"11602","AFUN019795",16,10,16,10
"11603","AFUN019796",2,1,2,1
"11604","AFUN019797",0,0,0,0
"11605","AFUN019798",1003,150,1003,150
"11606","AFUN019799",0,7,0,7
"11607","AFUN019800",0,0,0,0
"11608","AFUN019801",119,24,119,24
"11609","AFUN019802",574,250,574,250
"11610","AFUN019803",7,27,7,27
"11611","AFUN019804",48,84,48,84
"11612","AFUN019805",182,14,182,14
"11613","AFUN019806",11,26,11,26
"11614","AFUN019807",5,70,5,70
"11615","AFUN019808",8,37,8,37
"11616","AFUN019809",0,0,0,0
"11617","AFUN019810",3,0,3,0
"11618","AFUN019811",377,189,377,189
"11619","AFUN019812",3,0,3,0
"11620","AFUN019813",586,86,586,86
"11621","AFUN019814",739,124,739,124
"11622","AFUN019815",115,19,115,19
"11623","AFUN019816",2,2,2,2
"11624","AFUN019817",0,0,0,0
"11625","AFUN019818",62,17,62,17
"11626","AFUN019819",0,0,0,0
"11627","AFUN019820",91,18,91,18
"11628","AFUN019821",160,93,160,93
"11629","AFUN019822",3,0,3,0
"11630","AFUN019823",1140,1402,1140,1402
"11631","AFUN019824",2182,498,2182,498
