"","gene_id","kombewa_05_susceptible","komb_06_susceptible","komb_04_susceptible","PortVict_susceptible","teso_susceptible","kombe_01_resistant","komb_02_resistant","Siaya_resistant","PortVict_resistant","Teso_resistant"
"3637","AFUN005423",1468,464,507,463,413,1636,515,2868,1760,2491
"3638","AFUN005424",6018,3571,3738,2356,3937,4844,2649,5176,4131,5882
"3639","AFUN005425",70,33,54,35,43,99,38,69,77,113
"3640","AFUN005429",108,44,44,89,99,154,62,154,136,176
"3641","AFUN005430",3131,1911,1964,3262,2366,2319,1283,3458,2030,1847
"3642","AFUN005431",3,2,0,0,7,0,0,6,0,16
"3643","AFUN005432",30,3,3,16,10,22,19,76,36,121
"3644","AFUN005433",652,243,242,300,199,557,193,750,720,906
"3645","AFUN005434",1851,643,638,834,790,1820,550,2408,2102,4211
"3646","AFUN005440",86,46,64,96,49,90,54,114,94,102
"3647","AFUN005441",7021,2391,2430,3707,2118,6954,2072,9703,5683,7422
"3648","AFUN005445",18,1,13,5,21,18,11,21,25,39
"3649","AFUN005446",208,92,72,229,150,275,77,319,230,258
"3650","AFUN005447",10,1,4,26,24,4,1,0,0,5
"3651","AFUN005450",1663,555,626,1433,707,692,228,1206,570,471
"3652","AFUN005453",208,104,155,197,208,183,96,190,115,138
"3653","AFUN005454",8549,2804,3169,16525,4048,6599,2060,12292,2512,3403
"3654","AFUN005455",836,277,281,593,182,993,224,964,1520,1900
"3655","AFUN005459",4,0,4,10,14,10,4,3,3,6
"3656","AFUN005460",16,5,5,3,8,4,4,11,8,13
"3657","AFUN005461",717,487,527,216,405,881,503,951,599,1180
"3658","AFUN005464",357,223,215,236,204,544,286,725,609,625
"3659","AFUN005465",398,249,230,121,249,326,166,373,427,695
"3660","AFUN005466",3894,2460,2604,4462,1646,5755,3536,14322,1575,2367
"3661","AFUN005467",149,51,53,98,97,173,55,153,130,246
"3662","AFUN005469",96,39,41,43,60,105,41,167,155,211
"3663","AFUN005470",66,23,24,42,36,124,26,102,127,137
"3664","AFUN005471",194,100,112,101,206,149,62,220,126,287
"3665","AFUN005477",3025,2087,2239,1589,2734,3566,2030,4781,2220,4008
"3666","AFUN005478",845,294,289,257,284,1051,295,1034,755,1152
"3667","AFUN005480",149,109,82,162,58,127,80,207,133,130
"3668","AFUN005481",2059,1345,1442,1549,1320,2481,1376,3270,1382,2322
"3669","AFUN005482",335,205,218,162,190,359,211,348,304,462
"3670","AFUN005483",361,236,175,148,220,346,180,317,269,491
"3671","AFUN005484",41,16,17,51,12,48,29,80,47,82
"3672","AFUN005485",12,1,3,20,69,13,1,10,0,10
"3673","AFUN005486",142,85,93,103,186,122,57,156,189,300
"3674","AFUN005487",4973,1590,1730,3993,6186,3237,1121,4454,2645,3980
"3675","AFUN005488",191,121,131,84,157,174,97,251,265,364
"3676","AFUN005489",481,271,312,337,290,247,129,253,238,235
"3677","AFUN005490",1535,528,627,689,470,1483,497,1629,1533,2483
"3678","AFUN005491",896,600,544,508,499,1022,593,1342,1071,1414
"3679","AFUN005492",16,10,5,6,1,5,8,10,21,35
"3680","AFUN005494",15,5,5,6,7,7,4,12,11,52
"3681","AFUN005495",3,1,3,0,3,3,1,0,0,2
"3682","AFUN005498",4269,1514,1672,2484,1690,2238,748,1936,1556,1930
"3683","AFUN005501",0,0,0,0,2,0,0,0,0,0
"3684","AFUN005504",81,54,54,83,73,80,40,152,130,182
"3685","AFUN005505",670,253,256,1442,275,830,260,1261,406,490
"3686","AFUN005508",38,32,29,8,39,52,27,58,72,68
"3687","AFUN005509",23,9,9,9,2,12,12,31,7,17
"3688","AFUN005510",117,83,85,387,234,90,60,175,68,85
"3689","AFUN005511",888,661,642,443,837,780,527,876,724,998
"3690","AFUN005513",313,109,134,92,83,280,93,345,403,459
"3691","AFUN005514",305,150,185,101,181,254,136,354,289,535
"3692","AFUN005517",1063,345,426,785,394,797,260,1306,773,1063
"3693","AFUN005519",274,76,106,133,75,319,65,456,396,492
"3694","AFUN005520",848,621,678,468,1002,758,524,1031,684,1319
"3695","AFUN005521",40,13,23,21,14,29,7,29,63,92
"3696","AFUN005522",24,17,5,16,16,14,14,72,18,42
"3697","AFUN005523",242,76,95,251,91,213,52,440,246,298
"3698","AFUN005524",1336,752,833,900,1176,1263,674,1863,1347,1591
"3699","AFUN005525",25,13,11,30,34,66,18,31,82,24
"3700","AFUN005526",80,93,96,50,113,113,67,188,86,123
"3701","AFUN005527",28,142,151,29,112,33,118,41,31,83
"3702","AFUN005528",160,131,142,72,178,131,87,180,107,291
"3703","AFUN005529",719,285,329,354,473,640,270,1241,1018,1888
"3704","AFUN005530",10,6,7,6,4,15,4,35,24,39
"3705","AFUN005531",785,274,287,358,294,615,181,864,820,1777
"3706","AFUN005532",106,73,79,133,58,128,86,258,97,77
"3707","AFUN005533",42,20,15,65,40,37,14,93,86,92
"3708","AFUN005554",128,89,97,121,134,146,97,222,164,258
"3709","AFUN005555",267,93,102,62,116,264,108,280,451,613
"3710","AFUN005556",2,3,3,2,13,3,4,0,0,3
"3711","AFUN005558",678,196,216,370,243,938,235,922,605,821
"3712","AFUN005560",2354,805,877,1671,904,1802,560,2287,2296,2116
"3713","AFUN005561",0,0,1,0,5,0,2,4,2,8
"3714","AFUN005562",5,1,2,2,0,4,2,16,12,4
"3715","AFUN005563",706,448,544,427,677,599,346,739,506,799
"3716","AFUN005564",208,64,80,92,58,238,58,371,299,295
"3717","AFUN005565",1,3,0,1,3,2,0,1,0,5
"3718","AFUN005566",8,7,8,3,5,6,5,8,13,17
"3719","AFUN005567",193,84,80,156,98,215,64,256,144,280
"3720","AFUN005568",1174,755,857,645,1945,1070,575,1218,617,1070
"3721","AFUN005570",5780,3695,3694,2891,4835,3798,2158,4008,1821,2537
"3722","AFUN005574",238,140,168,253,450,144,83,286,195,156
"3723","AFUN005575",138,82,122,73,144,167,79,176,156,226
"3724","AFUN005576",422,127,121,192,148,281,134,447,334,884
"3725","AFUN005577",2665,878,930,1459,1195,2424,768,3912,4080,6121
"3726","AFUN005578",1553,469,539,2047,1104,938,280,1575,1114,833
"3727","AFUN005579",0,0,1,2,0,4,0,6,1,4
"3728","AFUN005583",3114,1061,1100,1104,1216,2611,911,3009,2537,3924
"3729","AFUN005584",275,156,153,260,310,246,110,312,174,313
"3730","AFUN005585",9638,3096,3315,4035,4259,7047,2039,9096,4924,8401
"3731","AFUN005587",357,163,155,168,169,498,119,493,617,735
"3732","AFUN005588",36,25,20,60,128,79,44,101,57,67
"3733","AFUN005589",57,28,31,76,56,91,46,148,57,61
"3734","AFUN005591",852,531,541,493,531,885,499,1117,890,1124
"3735","AFUN005592",2922,922,973,1110,731,2429,768,2785,2241,3375
"3736","AFUN005595",285,149,195,186,208,147,85,234,221,427
"3737","AFUN005598",330,128,115,299,193,299,66,372,266,315
"3738","AFUN005599",42,20,22,68,46,64,22,71,50,84
"3739","AFUN005600",374,205,197,212,226,302,176,459,459,597
"3740","AFUN005603",4706,1681,1810,3226,2577,3238,1039,3870,2275,3336
"3741","AFUN005604",198,70,78,188,119,172,74,249,260,392
"3742","AFUN005606",4901,1555,1649,2344,2137,3118,943,4122,1956,2229
"3743","AFUN005608",1,3,4,4,35,7,2,16,4,12
"3744","AFUN005609",0,2,0,6,19,1,0,0,0,4
"3745","AFUN005610",9,8,1,1,33,6,5,11,5,9
"3746","AFUN005611",1,8,4,4,26,2,3,2,8,8
"3747","AFUN005612",225,98,144,141,170,148,87,253,259,412
"3748","AFUN005613",22,4,15,17,102,24,9,21,14,23
"3749","AFUN005614",345,134,136,183,113,341,130,405,637,717
"3750","AFUN005615",136,83,84,89,106,110,52,106,90,109
"3751","AFUN005616",1951,575,643,757,343,2169,632,2189,2538,2729
"3752","AFUN005617",78,46,51,22,59,51,27,59,73,114
"3753","AFUN005621",494,171,182,1348,258,455,150,859,298,414
"3754","AFUN005622",2067,701,764,847,569,1373,484,1625,1075,1752
"3755","AFUN005623",3802,2214,2218,2333,2048,3426,1768,3661,2914,3689
"3756","AFUN005624",352,124,156,382,141,307,122,462,331,391
"3757","AFUN005625",218,111,84,72,131,129,79,125,103,250
"3758","AFUN005626",3864,1307,1353,1740,1902,3384,1135,3859,2722,4351
"3759","AFUN005627",1350,419,425,322,335,1138,338,1129,861,1898
"3760","AFUN005628",1731,962,1034,1258,1114,1801,864,2347,1266,1712
"3761","AFUN005634",1229,433,489,1087,721,912,331,616,514,639
"3762","AFUN005635",113,65,41,78,116,126,45,114,121,222
"3763","AFUN005636",1294,536,588,858,794,942,271,1454,1506,1861
"3764","AFUN005639",8,0,4,9,17,6,0,8,6,3
"3765","AFUN005645",36,53,28,38,49,15,26,86,43,51
"3766","AFUN005649",22,15,7,12,17,20,4,34,33,41
"3767","AFUN005650",227,57,85,134,53,256,75,347,344,357
"3768","AFUN005651",140,34,70,82,54,173,47,199,120,224
"3769","AFUN005652",964,610,666,490,1093,1004,583,1337,693,1117
"3770","AFUN005653",122,46,34,51,18,112,33,137,121,141
"3771","AFUN005655",2,1,1,0,4,2,0,0,1,2
"3772","AFUN005656",27,12,15,32,36,36,10,24,19,195
"3773","AFUN005661",1959,1116,1273,2268,1929,1532,907,3134,337,144
"3774","AFUN005663",4627,1386,1416,3143,2680,4609,1233,6327,3572,4288
"3775","AFUN005664",25333,8694,9368,16458,9283,22314,7175,29679,18141,22927
"3776","AFUN005666",2055,1360,1375,1035,1109,1252,739,1493,1154,1086
"3777","AFUN005667",735,406,405,1390,512,646,324,1130,265,442
"3778","AFUN005668",210,70,70,169,98,248,68,262,208,304
"3779","AFUN005669",908,285,322,884,387,791,232,1349,464,650
"3780","AFUN005671",2,0,0,12,25,5,0,16,2,0
"3781","AFUN005673",48,16,23,65,32,39,6,65,12,16
"3782","AFUN005675",84,22,27,86,6,80,14,166,165,133
"3783","AFUN005676",10,4,2,27,5,29,1,30,40,33
"3784","AFUN005677",278,167,171,586,829,266,153,965,410,272
"3785","AFUN005678",0,0,0,0,0,0,0,4,0,4
"3786","AFUN005679",0,0,0,2,0,0,0,4,4,0
"3787","AFUN005680",0,0,0,0,0,0,1,0,8,4
"3788","AFUN005681",0,4,2,3,0,1,0,15,4,12
"3789","AFUN005682",1,0,0,3,0,0,0,0,0,2
"3790","AFUN005683",0,0,0,0,0,4,1,1,5,2
"3791","AFUN005684",2341,731,783,705,784,2352,724,2512,1673,3153
"3792","AFUN005685",623,339,354,356,390,671,328,678,604,816
"3793","AFUN005686",136,44,44,209,45,147,50,245,131,145
"3794","AFUN005687",325,195,280,171,180,394,260,565,245,370
"3795","AFUN005688",102,53,37,44,69,98,47,67,143,188
"3796","AFUN005689",439,242,265,232,225,333,195,426,495,955
"3797","AFUN005692",6661,2588,2681,5358,2185,7798,2547,11097,6046,8796
"3798","AFUN005693",907,637,679,338,635,1057,616,1119,767,1303
"3799","AFUN005694",1369,800,902,711,827,1351,690,1574,1837,2635
"3800","AFUN005695",633,426,421,401,443,595,407,878,724,1022
"3801","AFUN005696",708,328,477,510,614,972,477,1612,1448,1059
"3802","AFUN005697",449,173,139,171,116,374,99,483,398,570
"3803","AFUN005698",249,168,171,319,194,319,181,485,327,364
"3804","AFUN005699",98,59,40,68,104,130,87,128,90,195
"3805","AFUN005700",47,20,14,78,49,52,23,52,41,69
"3806","AFUN005701",4413,1532,1505,2904,2131,3561,1168,5133,3457,5351
"3807","AFUN005702",128,60,41,55,29,175,35,141,230,200
"3808","AFUN005703",51,43,33,58,49,54,23,82,63,75
"3809","AFUN005704",475,163,171,488,493,339,98,558,219,172
"3810","AFUN005705",586,367,367,197,345,685,401,658,499,994
"3811","AFUN005708",5394,1851,2049,3753,2883,4286,1359,5196,3341,4214
"3812","AFUN005709",208,84,85,203,188,213,83,248,144,201
"3813","AFUN005710",56,25,36,92,67,89,43,143,80,64
"3814","AFUN005711",5038,1563,1619,2941,1362,3693,1093,5198,2122,2093
"3815","AFUN005713",54,24,20,23,14,68,19,123,60,79
"3816","AFUN005714",307,215,212,200,245,379,206,557,416,542
"3817","AFUN005715",128,68,84,68,72,141,86,196,208,261
"3818","AFUN005716",78,21,33,44,34,82,15,80,162,201
"3819","AFUN005718",197,144,149,200,268,177,121,331,259,407
"3820","AFUN005720",37,20,15,16,46,17,16,25,52,76
"3821","AFUN005721",446,211,252,407,441,436,208,537,416,413
"3822","AFUN005722",76,37,34,146,84,124,54,118,47,84
"3823","AFUN005724",273,134,137,125,161,321,195,376,272,533
"3824","AFUN005725",333,125,150,551,125,404,161,677,409,463
"3825","AFUN005726",40,16,20,43,12,39,22,58,53,73
"3826","AFUN005727",363,220,230,83,285,214,160,185,201,238
"3827","AFUN005728",361,134,141,160,144,475,138,401,434,471
"3828","AFUN005729",947,270,300,748,340,721,230,1086,839,1285
"3829","AFUN005730",526,176,176,540,181,522,171,859,732,863
"3830","AFUN005732",376,223,276,206,339,324,176,373,110,222
"3831","AFUN005733",505,333,328,200,523,323,188,407,327,859
"3832","AFUN005734",168,65,86,172,103,77,21,138,84,71
"3833","AFUN005735",121,68,73,71,95,140,76,203,133,214
"3834","AFUN005738",623,262,279,785,437,543,196,907,474,580
"3835","AFUN005739",0,0,0,0,0,0,0,0,0,0
"3836","AFUN005740",10,5,11,4,24,6,5,11,4,8
"3837","AFUN005746",0,1,0,0,13,0,0,2,0,0
"3838","AFUN005747",2,1,2,6,1,4,1,2,2,0
"3839","AFUN005748",2864,1865,1894,2025,1737,2593,1505,3409,1013,1236
"3840","AFUN005749",8577,2772,2895,2800,2102,6847,1959,6278,5576,7252
"3841","AFUN005750",47,27,26,52,28,32,15,48,13,8
"3842","AFUN005751",1169,429,479,4374,240,1047,319,1909,901,882
"3843","AFUN005752",872,303,306,1210,433,1091,331,1241,551,732
"3844","AFUN005753",455,299,297,76,293,562,404,739,454,1131
"3845","AFUN005754",952,500,499,237,392,774,436,620,530,1067
"3846","AFUN005756",39,12,14,17,41,37,14,16,57,59
"3847","AFUN005758",342,191,198,256,547,206,134,307,202,228
"3848","AFUN005760",564,375,365,1909,822,540,250,957,229,300
"3849","AFUN005761",204,100,132,72,74,193,103,202,210,289
"3850","AFUN005764",11,7,0,8,22,10,4,29,5,21
"3851","AFUN005765",67,10,18,49,39,97,27,138,58,95
"3852","AFUN005766",674,250,220,351,212,833,233,1123,759,1325
"3853","AFUN005767",1129,717,750,274,569,1071,678,1194,1114,2036
"3854","AFUN005768",805,484,495,405,508,738,447,927,759,1131
"3855","AFUN005771",13,2,6,0,4,7,1,6,3,12
"3856","AFUN005772",319,123,132,54,44,342,128,311,357,732
"3857","AFUN005773",56,31,28,24,24,81,34,77,113,110
"3858","AFUN005774",4,2,2,0,5,6,4,3,4,13
"3859","AFUN005775",19,5,11,16,12,20,22,20,41,52
"3860","AFUN005776",0,1,0,0,5,11,0,0,1,1
"3861","AFUN005777",0,0,0,2,0,0,0,0,0,2
"3862","AFUN005778",48,14,17,30,37,31,10,47,63,62
"3863","AFUN005786",466,230,259,593,324,337,168,454,368,372
"3864","AFUN005788",176,85,85,153,118,134,90,195,180,184
"3865","AFUN005789",54,26,33,48,25,52,26,43,40,42
"3866","AFUN005790",3572,2302,2534,2511,4002,2677,1567,4052,3037,4568
"3867","AFUN005791",3225,2060,2168,8584,3172,2510,1469,4397,1530,2127
"3868","AFUN005792",540,180,170,529,171,584,213,715,923,936
"3869","AFUN005793",58,28,25,60,33,50,25,89,115,101
"3870","AFUN005794",2809,1806,1877,1634,2129,2479,1402,3302,2043,2798
"3871","AFUN005795",377,177,157,101,127,310,117,344,357,607
"3872","AFUN005796",1667,1094,1150,503,901,1484,900,1671,1228,2141
"3873","AFUN005798",189,134,136,59,178,203,110,252,198,397
"3874","AFUN005799",202,54,66,168,76,191,69,321,181,307
"3875","AFUN005800",73,39,52,54,39,79,39,81,107,97
"3876","AFUN005801",3844,1228,1371,1672,1338,2989,961,3846,2684,4353
"3877","AFUN005802",70,42,31,13,18,62,42,57,43,151
"3878","AFUN005803",894,275,268,376,176,631,146,734,963,1491
"3879","AFUN005804",222,78,103,148,50,274,98,386,521,459
"3880","AFUN005805",31,22,37,60,32,39,29,52,47,89
"3881","AFUN005806",0,0,0,0,1,1,0,0,1,0
"3882","AFUN005809",136,97,94,76,99,137,98,163,194,293
"3883","AFUN005810",5216,1762,1948,1972,1647,5285,1472,5731,4067,5656
"3884","AFUN005811",247,125,143,129,282,237,131,225,79,144
"3885","AFUN005812",115,19,19,90,63,140,17,119,106,91
"3886","AFUN005813",6672,2200,2282,5246,3603,6083,1635,6078,1525,1634
"3887","AFUN005814",614,240,212,432,448,632,211,874,537,757
"3888","AFUN005815",5651,1873,1920,2599,1847,4768,1454,5341,5107,10315
"3889","AFUN005819",492,143,170,150,197,370,100,569,393,424
"3890","AFUN005820",1234,472,481,662,589,1262,368,1584,1220,2144
"3891","AFUN005821",257,163,172,200,248,199,100,344,341,495
"3892","AFUN005822",549,231,225,258,250,408,132,668,814,1154
"3893","AFUN005823",70,34,41,49,19,67,34,114,87,105
"3894","AFUN005825",1307,413,469,403,345,1572,468,1610,1203,2339
"3895","AFUN005826",2063,1372,1377,2198,1769,2047,1103,2452,1629,1817
"3896","AFUN005827",79,37,68,87,32,133,74,127,145,105
"3897","AFUN005828",326,130,156,219,127,359,147,484,388,737
"3898","AFUN005829",366,255,247,105,267,462,239,403,456,715
"3899","AFUN005835",62,36,34,86,100,149,39,140,93,164
"3900","AFUN005836",176,128,127,42,207,202,117,181,290,339
"3901","AFUN005837",178,87,51,163,91,449,164,604,313,901
"3902","AFUN005838",1,0,0,0,0,0,1,0,0,1
"3903","AFUN005839",4378,1570,1698,356,1199,5390,1890,5019,6286,11398
"3904","AFUN005842",169,103,125,63,127,171,126,213,223,386
"3905","AFUN005843",264,80,78,113,96,383,110,468,369,554
"3906","AFUN005846",1423,466,534,167,431,1306,433,1183,1133,2190
"3907","AFUN005847",619,204,188,265,222,779,210,828,582,910
"3908","AFUN005848",86,22,36,44,29,108,23,129,130,170
"3909","AFUN005849",146,88,88,88,279,117,77,254,116,181
"3910","AFUN005850",396,256,259,151,319,344,201,364,393,521
"3911","AFUN005851",3414,2086,2106,2239,1761,1326,754,1697,552,389
"3912","AFUN005856",70,15,17,20,37,55,13,127,143,123
"3913","AFUN005860",26,8,13,35,6,20,8,72,9,3
"3914","AFUN005861",87,47,38,56,83,57,24,59,86,108
"3915","AFUN005862",173,66,93,189,88,160,53,261,294,375
"3916","AFUN005864",442,204,234,532,335,404,176,808,262,368
"3917","AFUN005865",297,96,115,437,182,332,118,691,241,262
"3918","AFUN005866",308,126,127,337,205,178,74,249,108,106
"3919","AFUN005867",2157,1403,1498,1340,1824,1457,786,1992,916,1178
"3920","AFUN005868",14,12,10,21,127,11,6,5,12,34
"3921","AFUN005869",6,0,14,7,33,4,0,9,9,10
"3922","AFUN005871",1891,633,639,661,1003,2034,583,1807,1736,2599
"3923","AFUN005872",226,118,121,129,495,201,93,251,149,337
"3924","AFUN005875",546,189,164,485,178,613,164,692,530,683
"3925","AFUN005876",96,36,74,66,38,145,59,125,164,189
