"","gene_id","kombewa_05_susceptible","komb_06_susceptible","komb_04_susceptible","PortVict_susceptible","teso_susceptible","kombe_01_resistant","komb_02_resistant","Siaya_resistant","PortVict_resistant","Teso_resistant"
"7157","AFUN010645",29,15,20,38,33,28,8,54,21,30
"7158","AFUN010646",116,50,67,107,26,111,37,144,55,14
"7159","AFUN010648",2603,632,672,2263,107,286,57,1722,117,38
"7160","AFUN010649",985,385,372,962,611,752,254,1471,965,794
"7161","AFUN010650",58,23,36,90,54,54,12,110,63,65
"7162","AFUN010651",828,496,474,92,315,880,482,715,719,1431
"7163","AFUN010652",1902,737,778,647,1115,1950,666,2016,1447,2636
"7164","AFUN010655",38,39,37,17,30,59,45,70,115,128
"7165","AFUN010657",1358,483,482,465,382,987,345,1151,898,1520
"7166","AFUN010658",40,10,11,30,20,45,13,55,55,57
"7167","AFUN010659",13,7,9,6,11,15,7,36,47,44
"7168","AFUN010660",142,32,58,418,73,88,34,159,83,136
"7169","AFUN010668",50,35,43,28,99,29,7,116,42,46
"7170","AFUN010669",91,50,48,75,81,88,41,132,82,67
"7171","AFUN010670",1,0,1,0,2,3,1,0,0,0
"7172","AFUN010671",120,41,31,54,29,79,20,123,4,6
"7173","AFUN010672",1232,558,641,1020,387,771,266,1250,737,1180
"7174","AFUN010673",95,36,42,33,43,101,41,133,101,166
"7175","AFUN010674",966,638,591,876,717,877,479,1200,673,721
"7176","AFUN010675",1317,895,853,568,726,1072,646,1456,1227,1738
"7177","AFUN010676",486,144,167,75,91,498,143,470,514,546
"7178","AFUN010677",946,622,676,105,431,1024,658,759,1053,1603
"7179","AFUN010681",23,8,7,24,12,36,15,75,53,120
"7180","AFUN010682",1,0,1,1,6,0,1,1,2,6
"7181","AFUN010683",1,0,3,0,11,0,0,0,0,0
"7182","AFUN010684",8,1,0,0,24,0,0,6,5,2
"7183","AFUN010685",0,6,3,6,10,4,3,0,0,0
"7184","AFUN010686",16,4,10,14,19,10,12,23,4,12
"7185","AFUN010688",6258,1966,2215,3375,2121,5347,1626,6661,5006,6335
"7186","AFUN010690",92,48,49,34,27,92,22,217,204,254
"7187","AFUN010692",698,254,253,306,190,690,225,905,1039,1242
"7188","AFUN010693",49,28,30,40,25,60,33,92,49,83
"7189","AFUN010694",77,25,39,60,29,110,35,163,153,339
"7190","AFUN010695",207,135,119,79,297,224,156,279,113,243
"7191","AFUN010696",3,0,0,2,1,4,2,2,0,2
"7192","AFUN010697",280,120,102,234,149,222,67,368,311,346
"7193","AFUN010698",836,446,486,446,398,924,465,864,540,692
"7194","AFUN010699",297,123,117,26,89,263,124,306,213,456
"7195","AFUN010700",106,38,61,25,36,134,53,75,76,103
"7196","AFUN010701",77,38,45,89,56,97,56,167,92,90
"7197","AFUN010702",430,221,217,334,249,373,180,665,361,453
"7198","AFUN010703",169,130,143,82,102,159,94,206,210,238
"7199","AFUN010704",219,73,90,92,66,178,67,256,320,442
"7200","AFUN010705",431,297,302,270,241,547,280,794,512,732
"7201","AFUN010707",7,3,8,5,1,13,3,16,5,4
"7202","AFUN010708",13,3,3,5,9,16,3,24,9,25
"7203","AFUN010711",45,17,21,8,6,13,11,12,47,6
"7204","AFUN010712",75,47,41,39,37,50,26,62,27,52
"7205","AFUN010713",3570,1877,2057,3427,1947,3427,1552,3898,2886,3314
"7206","AFUN010715",884,343,337,514,578,580,148,879,693,1489
"7207","AFUN010716",21,5,18,19,61,13,7,12,4,4
"7208","AFUN010717",428,214,256,241,364,316,180,549,261,391
"7209","AFUN010718",241,132,128,142,146,257,132,309,360,368
"7210","AFUN010719",52,50,41,249,40,62,39,169,97,89
"7211","AFUN010721",35,28,30,34,40,57,40,83,66,55
"7212","AFUN010722",208,68,63,194,51,263,84,518,293,340
"7213","AFUN010723",245,142,162,288,129,235,127,296,180,220
"7214","AFUN010724",420,118,144,502,301,266,72,388,102,157
"7215","AFUN010725",35,21,17,77,23,9,6,34,8,3
"7216","AFUN010726",2180,693,772,1092,747,2161,626,3211,896,772
"7217","AFUN010728",351,241,217,118,212,384,231,479,390,587
"7218","AFUN010729",564,229,239,529,261,605,203,828,702,931
"7219","AFUN010730",3481,1296,1368,680,1178,3833,1335,3413,3940,5336
"7220","AFUN010731",1903,697,693,460,467,1997,708,1782,2156,3656
"7221","AFUN010732",3164,1092,1187,1609,1818,2570,910,2766,2163,3465
"7222","AFUN010733",901,268,281,2006,469,937,233,3424,758,647
"7223","AFUN010734",825,465,514,642,690,791,447,1141,621,806
"7224","AFUN010735",2670,1034,1043,1251,1245,2260,736,2798,2048,3139
"7225","AFUN010736",131,117,120,57,76,197,146,194,180,366
"7226","AFUN010737",1677,1096,1114,625,1048,1702,945,2041,1607,2340
"7227","AFUN010738",1584,815,905,939,1114,1215,668,1599,1304,1584
"7228","AFUN010739",783,252,238,286,185,816,230,1167,837,1450
"7229","AFUN010740",80,30,42,52,17,83,40,92,89,125
"7230","AFUN010741",0,0,1,6,3,6,5,0,38,0
"7231","AFUN010742",4,1,1,0,4,12,0,0,15,0
"7232","AFUN010745",173,104,107,133,144,135,65,206,178,219
"7233","AFUN010746",163,54,56,77,92,82,15,137,86,161
"7234","AFUN010749",77,58,54,35,103,81,44,108,117,333
"7235","AFUN010750",290,200,209,256,123,289,204,626,673,996
"7236","AFUN010751",742,446,496,168,347,689,386,713,891,1574
"7237","AFUN010752",321,145,151,346,113,355,119,596,381,388
"7238","AFUN010758",31,12,13,16,10,67,17,34,20,39
"7239","AFUN010759",69,24,27,69,45,121,25,114,141,195
"7240","AFUN010760",6,1,0,0,6,11,7,20,37,96
"7241","AFUN010761",4,8,3,2,1,19,4,30,28,20
"7242","AFUN010762",1,1,0,0,0,1,0,1,6,3
"7243","AFUN010764",909,314,298,809,447,776,206,1245,912,978
"7244","AFUN010768",154,56,55,135,27,144,55,260,283,278
"7245","AFUN010774",1132,462,476,466,365,1195,394,1269,1507,2574
"7246","AFUN010775",879,485,535,520,577,726,366,1229,734,935
"7247","AFUN010778",95,93,71,120,108,140,87,153,147,149
"7248","AFUN010779",40,29,24,6,35,44,25,24,11,46
"7249","AFUN010782",1,1,0,0,1,3,3,0,7,20
"7250","AFUN010783",1,0,1,0,0,2,0,0,5,3
"7251","AFUN010784",23,4,6,0,0,21,4,11,14,14
"7252","AFUN010785",112,55,75,41,69,90,32,27,97,89
"7253","AFUN010786",578,210,201,224,235,430,166,722,663,1265
"7254","AFUN010787",6,0,1,5,15,4,0,0,0,8
"7255","AFUN010788",54,48,97,33,44,81,77,74,82,84
"7256","AFUN010789",2,2,1,11,0,3,1,8,4,7
"7257","AFUN010790",382,143,175,290,101,491,172,456,540,698
"7258","AFUN010791",305,121,170,139,169,303,115,441,291,360
"7259","AFUN010792",45,16,21,39,7,28,14,46,24,47
"7260","AFUN010793",1931,606,673,1036,576,1985,596,2543,2505,2652
"7261","AFUN010794",62,36,35,67,44,65,22,94,77,71
"7262","AFUN010795",65,29,37,235,29,71,32,122,105,114
"7263","AFUN010796",1458,499,473,2470,844,918,289,2318,1575,1249
"7264","AFUN010797",111,42,41,51,50,37,8,22,43,2
"7265","AFUN010798",0,0,0,6,1,1,1,0,6,0
"7266","AFUN010799",6,0,1,0,1,0,0,0,0,0
"7267","AFUN010800",32,16,12,226,70,107,38,282,144,137
"7268","AFUN010802",13,1,2,20,13,6,5,12,12,2
"7269","AFUN010805",49,11,12,96,25,49,10,83,69,79
"7270","AFUN010807",106,77,67,126,94,129,77,163,137,164
"7271","AFUN010808",156,44,62,132,20,178,40,280,231,246
"7272","AFUN010809",922,723,683,445,485,862,496,1065,1036,1368
"7273","AFUN010811",24,5,13,5,12,14,4,18,20,44
"7274","AFUN010812",1,0,0,7,14,3,0,1,0,0
"7275","AFUN010813",4569,1366,1530,2495,1808,2879,897,3760,3706,5360
"7276","AFUN010814",0,0,1,3,0,2,0,4,0,0
"7277","AFUN010815",4910,3118,3425,2042,2503,4834,2674,4774,4594,6770
"7278","AFUN010816",533,313,401,411,475,660,375,887,468,974
"7279","AFUN010819",323,164,212,146,287,377,194,445,350,579
"7280","AFUN010820",952,401,338,743,436,743,229,1308,816,1064
"7281","AFUN010821",610,409,422,248,434,653,347,741,584,1028
"7282","AFUN010822",3,2,5,3,8,1,4,0,2,12
"7283","AFUN010823",5,4,2,7,17,0,3,0,12,4
"7284","AFUN010824",1200,366,363,1375,570,1177,408,1967,3108,1829
"7285","AFUN010825",4488,1439,1491,2845,1302,4267,1237,5845,4874,5666
"7286","AFUN010826",180,71,79,244,73,140,82,177,124,167
"7287","AFUN010828",164,111,103,190,182,181,124,203,202,210
"7288","AFUN010831",141,61,99,152,75,164,79,189,207,286
"7289","AFUN010832",401,133,142,164,106,264,89,320,391,833
"7290","AFUN010835",3,6,6,0,9,8,7,18,6,17
"7291","AFUN010837",701,486,520,349,494,736,405,771,654,1063
"7292","AFUN010838",532,339,366,200,180,220,108,545,209,271
"7293","AFUN010839",483,369,348,641,227,684,446,1329,284,289
"7294","AFUN010840",44,29,33,42,57,32,17,66,51,49
"7295","AFUN010841",202,75,69,105,116,155,46,213,272,429
"7296","AFUN010842",25,13,7,11,32,11,1,41,49,42
"7297","AFUN010843",323,103,138,158,111,406,139,542,361,596
"7298","AFUN010847",246,89,69,679,53,202,33,519,62,48
"7299","AFUN010848",289,168,185,155,175,314,155,346,247,335
"7300","AFUN010849",0,2,2,0,0,2,0,12,3,35
"7301","AFUN010850",430,230,226,292,343,567,304,1108,722,735
"7302","AFUN010851",391,78,90,270,128,268,51,401,209,198
"7303","AFUN010854",540,176,172,373,290,312,118,663,633,633
"7304","AFUN010855",342,240,208,104,136,441,265,485,337,638
"7305","AFUN010859",317,125,133,190,200,387,151,367,299,458
"7306","AFUN010863",13,4,7,26,119,23,8,7,4,16
"7307","AFUN010866",1221,402,420,575,945,802,273,1050,966,1616
"7308","AFUN010869",393,168,132,179,170,388,157,539,373,593
"7309","AFUN010870",109,57,61,50,65,71,49,115,77,147
"7310","AFUN010871",5555,1977,2063,3000,2752,4736,1438,5998,4520,6568
"7311","AFUN010875",104,28,22,45,20,125,30,119,166,176
"7312","AFUN010876",1030,377,386,1097,1440,662,234,1086,471,495
"7313","AFUN010878",538,192,183,262,193,520,176,620,529,688
"7314","AFUN010879",1306,484,493,747,1084,904,365,1011,1084,1053
"7315","AFUN010880",1176,395,399,405,377,1058,329,1136,1217,1528
"7316","AFUN010881",79,41,43,48,122,100,41,98,84,99
"7317","AFUN010882",133,32,59,87,81,140,51,181,192,239
"7318","AFUN010883",288,106,110,189,180,224,78,313,237,412
"7319","AFUN010884",241,67,80,148,78,255,62,255,328,320
"7320","AFUN010885",72,32,40,49,72,79,30,75,75,133
"7321","AFUN010886",294,157,171,323,86,273,134,476,152,196
"7322","AFUN010887",59,34,30,116,273,38,12,73,82,87
"7323","AFUN010890",150,100,117,66,119,259,135,295,267,502
"7324","AFUN010892",7333,2465,2561,2993,4792,6481,1971,6380,2462,5191
"7325","AFUN010894",456,301,314,163,330,476,246,460,468,702
"7326","AFUN010895",855,307,342,811,349,565,184,882,398,400
"7327","AFUN010896",289,131,150,101,147,240,95,260,219,622
"7328","AFUN010897",87,49,57,29,31,61,34,85,71,151
"7329","AFUN010902",29,14,8,16,32,17,2,5,9,22
"7330","AFUN010903",312,189,177,314,218,320,197,430,358,411
"7331","AFUN010904",54,38,35,43,103,60,41,81,69,90
"7332","AFUN010905",181,75,72,66,73,198,72,223,347,520
"7333","AFUN010906",1772,963,990,2583,1076,1532,787,2552,1319,1363
"7334","AFUN010907",7811,5200,5428,7771,3904,6007,3736,12262,3801,2457
"7335","AFUN010909",31,21,22,26,42,40,18,63,46,111
"7336","AFUN010910",8,6,5,14,29,12,3,18,13,25
"7337","AFUN010918",990,341,329,613,435,578,191,1187,521,1394
"7338","AFUN010921",5,4,0,0,0,0,1,3,21,2
"7339","AFUN010925",1886,1148,1144,1128,1136,1666,923,2580,2237,3385
"7340","AFUN010926",89,24,30,125,25,95,19,129,135,123
"7341","AFUN010927",137,77,105,76,136,213,88,237,205,284
"7342","AFUN010928",718,458,525,379,368,659,334,854,782,1058
"7343","AFUN010929",318,90,110,291,102,282,107,599,460,549
"7344","AFUN010933",9,11,4,12,2,23,8,29,8,20
"7345","AFUN010934",155,72,64,110,213,102,35,200,66,84
"7346","AFUN010935",285,68,78,56,55,233,76,241,220,444
"7347","AFUN010936",818,540,577,197,334,828,471,818,965,1657
"7348","AFUN010937",239,156,171,232,200,317,154,404,263,336
"7349","AFUN010939",31,22,13,20,79,40,6,16,16,11
"7350","AFUN010941",431,251,228,190,190,342,225,471,357,626
"7351","AFUN010945",2627,976,902,3589,1357,2710,808,3944,1277,1541
"7352","AFUN010946",210,97,96,99,67,291,99,216,175,97
"7353","AFUN010948",75,22,36,46,93,36,14,41,9,16
"7354","AFUN010950",116,18,47,49,31,88,39,127,152,169
"7355","AFUN010951",2226,1236,1362,1975,881,1039,532,1402,796,893
"7356","AFUN010952",78,35,22,83,33,74,30,87,89,97
"7357","AFUN010953",388,210,238,1813,362,332,183,742,208,188
"7358","AFUN010954",2,0,0,46,12,3,1,2,0,0
"7359","AFUN010955",216,81,64,223,69,321,126,449,237,140
"7360","AFUN010956",349,257,249,364,202,396,228,686,330,481
"7361","AFUN010957",285,180,210,278,311,109,65,160,135,82
"7362","AFUN010958",214,260,298,243,235,119,106,153,57,141
"7363","AFUN010964",3512,1189,1296,954,1093,3534,1069,3143,2167,3702
"7364","AFUN010965",3,5,2,3,23,4,0,0,8,12
"7365","AFUN010966",71,45,53,72,61,107,42,160,126,119
"7366","AFUN010969",430,125,151,204,148,480,148,634,502,871
"7367","AFUN010970",159,99,102,126,138,202,88,242,168,176
"7368","AFUN010972",1327,857,839,554,846,1408,686,1611,1343,1968
"7369","AFUN010973",4125,1444,1416,1215,1027,3553,1146,3607,3769,6223
"7370","AFUN010976",315,174,192,184,197,380,196,565,332,483
"7371","AFUN010977",1020,308,368,427,408,1053,313,1119,732,883
"7372","AFUN010978",1948,1205,1313,1721,1188,1663,906,2733,3036,3407
"7373","AFUN010979",223,134,123,101,174,189,115,246,117,126
"7374","AFUN010981",57,50,17,29,28,36,22,93,94,114
"7375","AFUN010982",149,91,98,93,65,144,71,205,253,266
"7376","AFUN010983",52,25,29,51,17,59,29,65,240,104
"7377","AFUN010985",563,380,409,303,334,642,367,775,803,918
"7378","AFUN010986",139,25,37,39,34,148,39,129,140,200
"7379","AFUN010987",114,45,56,44,49,105,47,137,118,201
"7380","AFUN010990",273,146,176,186,168,252,132,377,289,398
"7381","AFUN010991",111,50,51,50,60,153,59,152,254,350
"7382","AFUN010992",419,122,141,685,422,292,99,783,380,469
"7383","AFUN010999",3388,2101,2301,2527,2300,3490,1969,5076,3467,5277
"7384","AFUN011002",26,15,20,12,28,22,22,17,29,27
"7385","AFUN011003",68,26,33,58,31,108,19,103,85,112
"7386","AFUN011004",292,150,210,124,201,419,215,422,488,558
"7387","AFUN011005",1887,706,615,968,464,1772,613,2982,2353,2758
"7388","AFUN011006",9389,4051,4075,7332,3817,8837,3210,11405,7868,8965
"7389","AFUN011007",1764,1103,1112,698,791,1846,1090,2138,1958,2598
"7390","AFUN011008",106,47,42,129,24,127,63,261,176,220
"7391","AFUN011009",337,175,212,65,171,388,211,422,393,602
"7392","AFUN011010",2473,799,852,1197,975,2209,638,2513,1777,2800
"7393","AFUN011011",482,322,271,417,364,559,286,739,391,630
"7394","AFUN011012",1549,493,474,1066,679,1414,425,2158,1184,1607
"7395","AFUN011014",290,123,77,171,82,372,105,460,492,750
"7396","AFUN011015",694,516,533,163,368,784,489,890,611,1080
"7397","AFUN011016",1351,488,521,767,609,1211,396,1491,1022,1459
"7398","AFUN011017",15,5,3,31,169,7,10,30,6,22
"7399","AFUN011018",181,148,133,302,143,263,145,511,194,186
"7400","AFUN011019",1153,416,449,142,304,1291,458,1271,1139,2106
"7401","AFUN011020",213,127,122,63,142,213,159,266,219,484
"7402","AFUN011021",238,94,114,212,139,258,96,339,340,534
"7403","AFUN011022",10,9,10,12,16,13,5,22,30,39
"7404","AFUN011024",3233,993,1068,1512,1447,2768,839,2981,1742,2754
"7405","AFUN011025",1947,1230,1306,764,1510,1826,1149,2038,1341,2686
"7406","AFUN011026",561,233,224,322,254,589,224,711,283,346
"7407","AFUN011027",616,254,283,379,313,609,243,770,204,428
"7408","AFUN011028",485,272,290,286,361,513,283,646,395,595
"7409","AFUN011029",0,0,0,0,0,0,0,0,0,0
"7410","AFUN011030",810,315,329,457,459,875,352,1097,691,706
"7411","AFUN011032",58,29,49,86,51,86,30,136,88,72
"7412","AFUN011034",3112,1169,1120,1117,1128,2492,857,2862,2945,4808
"7413","AFUN011037",199,138,142,107,120,216,131,289,219,578
"7414","AFUN011040",29,5,12,18,6,20,1,51,22,23
"7415","AFUN011041",845,549,530,173,482,840,447,762,634,1029
"7416","AFUN011042",2445,863,910,1375,978,1989,621,1787,1210,2177
"7417","AFUN011043",41,6,14,19,20,37,16,33,61,53
"7418","AFUN011044",1575,610,591,605,484,2535,913,3357,1254,2438
"7419","AFUN011046",1850,524,646,658,519,1710,524,1827,1875,2232
"7420","AFUN011047",3,1,4,4,3,3,2,10,2,4
"7421","AFUN011051",271,64,69,135,51,197,78,363,320,447
"7422","AFUN011053",437,314,328,469,303,225,150,547,109,44
"7423","AFUN011054",32,23,29,34,58,38,25,37,54,48
"7424","AFUN011055",705,250,257,1144,839,391,191,1074,154,74
"7425","AFUN011058",375,134,123,1124,84,218,85,991,87,80
"7426","AFUN011059",1650,927,1052,953,418,903,573,2206,504,469
"7427","AFUN011062",6,5,9,0,16,13,1,8,1,6
"7428","AFUN011063",911,444,509,770,699,776,317,867,645,791
"7429","AFUN011064",21,9,18,39,25,14,5,7,7,19
"7430","AFUN011065",29318,10686,11294,42176,16482,30142,9368,38620,13760,10320
"7431","AFUN011070",77,33,48,91,79,103,70,191,93,101
"7432","AFUN011071",181,47,65,142,127,158,63,328,182,206
"7433","AFUN011072",2181,1468,1492,861,1541,3125,1836,4114,2804,6157
"7434","AFUN011073",130,85,76,119,143,173,63,227,137,265
"7435","AFUN011074",133,79,65,75,119,131,56,115,81,255
"7436","AFUN011075",1689,1012,1013,270,705,1604,855,1580,1147,2406
"7437","AFUN011076",374,269,315,89,240,449,273,391,332,781
"7438","AFUN011078",585,338,336,212,329,689,377,761,656,919
"7439","AFUN011079",259,122,125,114,153,339,163,257,281,445
"7440","AFUN011081",202,121,100,93,114,146,87,183,160,258
"7441","AFUN011082",24,6,5,43,19,21,2,33,29,27
"7442","AFUN011085",95,28,26,76,142,57,21,34,12,13
"7443","AFUN011090",0,0,0,3,3,1,1,8,0,1
"7444","AFUN011091",38,13,11,43,13,17,6,129,54,55
"7445","AFUN011092",0,0,0,0,1,0,0,0,0,0
"7446","AFUN011097",593,192,204,355,167,430,108,554,445,547
"7447","AFUN011098",0,0,0,0,0,0,1,0,0,0
"7448","AFUN011100",36,19,40,21,15,46,33,67,86,59
"7449","AFUN011101",57,10,21,25,23,51,17,94,122,72
"7450","AFUN011103",302,277,235,121,256,246,183,380,279,509
"7451","AFUN011104",1982,1246,1292,399,1270,1677,935,1346,1374,2155
"7452","AFUN011105",1293,406,511,575,549,990,377,1345,1020,1462
"7453","AFUN011106",176,119,129,63,82,184,124,200,229,445
"7454","AFUN011107",59,20,24,30,18,78,23,48,66,111
"7455","AFUN011108",0,1,3,0,0,0,0,0,0,1
"7456","AFUN011113",23,7,8,14,8,17,7,29,5,6
"7457","AFUN011115",268,181,195,354,322,197,115,153,61,25
"7458","AFUN011116",153,74,63,223,105,92,32,92,9,39
"7459","AFUN011117",50,18,23,35,68,60,26,18,0,1
"7460","AFUN011118",2413,876,891,1200,1342,2924,1061,4513,2193,3955
"7461","AFUN011119",104,43,47,51,107,86,40,151,28,37
"7462","AFUN011120",361,112,101,377,153,334,119,518,508,469
"7463","AFUN011121",566,389,338,295,439,596,361,657,566,710
"7464","AFUN011122",89,13,24,142,67,75,18,81,22,30
"7465","AFUN011123",92,37,69,32,103,63,40,108,80,125
"7466","AFUN011124",1,4,3,0,8,0,2,8,4,15
"7467","AFUN011126",1357,866,871,626,1324,1087,628,1351,981,1501
"7468","AFUN011127",177,74,86,516,695,153,77,436,298,184
"7469","AFUN011130",9,10,12,22,27,10,6,24,8,12
"7470","AFUN011131",9,2,1,4,10,6,0,8,9,14
"7471","AFUN011132",2,0,1,0,4,2,0,2,0,0
"7472","AFUN011133",0,0,0,7,8,12,1,4,4,16
"7473","AFUN011137",5,1,11,1,0,5,3,3,5,13
"7474","AFUN011138",0,0,0,0,0,0,0,0,0,0
"7475","AFUN011139",0,0,0,0,0,0,0,0,0,0
"7476","AFUN011141",0,0,0,0,0,0,0,0,0,0
"7477","AFUN011142",0,0,0,0,0,0,0,0,0,0
"7478","AFUN011143",0,0,0,0,0,0,0,8,2,0
"7479","AFUN011144",3,1,0,0,0,2,0,1,0,0
"7480","AFUN011145",10,0,1,0,0,11,4,7,4,18
"7481","AFUN011147",0,0,0,0,0,0,0,0,0,0
"7482","AFUN011150",7,3,6,2,9,4,1,4,0,2
"7483","AFUN011151",96,50,47,56,45,117,36,164,137,184
"7484","AFUN011154",290,90,132,139,86,350,120,532,400,585
"7485","AFUN011155",1073,424,430,597,789,1380,418,1299,1210,2084
"7486","AFUN011159",59,55,30,49,28,63,39,97,72,80
"7487","AFUN011168",347,201,256,250,284,400,211,503,360,457
"7488","AFUN011169",86,59,69,47,34,128,87,154,135,137
"7489","AFUN011171",183,84,84,75,79,188,104,228,204,255
"7490","AFUN011172",293,108,121,170,167,299,90,271,241,313
"7491","AFUN011177",1610,1031,1081,584,1236,1318,770,1357,1049,1633
"7492","AFUN011179",47,9,18,18,12,44,14,52,64,137
"7493","AFUN011185",3,3,2,0,7,13,3,2,9,35
"7494","AFUN011187",113,72,66,98,642,96,62,131,92,161
"7495","AFUN011188",3351,978,994,2311,546,1835,502,2516,2570,2372
"7496","AFUN011189",203,69,66,104,91,110,47,270,341,321
"7497","AFUN011191",3302,1048,1116,1457,795,3770,1114,4599,3275,4695
"7498","AFUN011192",363,175,210,138,170,319,178,415,352,392
"7499","AFUN011195",68191,39252,38628,90792,90543,61976,30550,98243,112107,133954
"7500","AFUN011196",894,314,401,486,636,715,239,906,705,1069
"7501","AFUN011197",7062,2206,2408,4431,3642,2957,921,4274,1561,865
"7502","AFUN011198",112,33,44,54,56,156,50,115,98,170
"7503","AFUN011199",55,13,25,36,19,24,23,55,52,69
"7504","AFUN011200",7,2,3,14,3,10,4,5,0,1
"7505","AFUN011201",22,13,8,14,19,18,8,17,5,19
"7506","AFUN011203",1,1,1,2,4,8,2,2,5,15
"7507","AFUN011204",40,19,19,55,24,56,15,41,9,23
"7508","AFUN011205",1160,561,568,881,1110,823,427,950,740,1038
"7509","AFUN011206",500,184,210,99,122,772,255,1061,535,993
"7510","AFUN011207",1064,388,412,309,416,1194,309,1134,909,1503
"7511","AFUN011210",218,130,110,65,118,206,126,196,196,262
"7512","AFUN011211",164,55,87,49,99,256,81,374,288,437
"7513","AFUN011212",6637,1930,2188,5297,3287,5885,1583,8662,5551,6138
"7514","AFUN011216",56,25,24,32,41,45,26,54,77,90
"7515","AFUN011217",515,162,152,343,286,473,113,481,525,718
"7516","AFUN011218",1865,660,640,1345,1664,1531,469,1776,1043,1868
"7517","AFUN011219",172,81,97,67,88,256,118,260,231,281
"7518","AFUN011220",10712,3794,4008,2947,3884,8500,2685,7702,7072,13960
"7519","AFUN011229",167,78,60,148,59,160,30,201,130,155
"7520","AFUN011234",100,71,65,106,93,60,34,109,62,46
"7521","AFUN011235",69,23,38,88,30,77,16,62,59,65
"7522","AFUN011236",628,403,439,74,326,540,313,429,599,879
"7523","AFUN011238",241,196,163,260,425,304,191,381,303,368
"7524","AFUN011239",151,68,71,107,122,158,54,205,168,290
"7525","AFUN011244",98,75,68,96,28,72,37,137,56,63
"7526","AFUN011246",16,1,1,1,1,5,8,9,14,22
"7527","AFUN011247",69,50,53,87,65,126,74,404,92,727
"7528","AFUN011251",393,265,248,142,300,336,213,427,271,549
"7529","AFUN011253",125,81,87,122,67,149,70,161,186,220
"7530","AFUN011254",110,26,40,182,30,104,33,200,124,165
"7531","AFUN011255",1214,350,382,481,435,1111,289,1315,959,1550
"7532","AFUN011256",482,271,300,216,266,441,248,595,444,619
"7533","AFUN011261",12,3,3,2,10,13,12,13,52,36
"7534","AFUN011262",0,0,0,0,0,0,3,0,2,1
"7535","AFUN011263",5,1,4,3,1,21,24,14,40,41
"7536","AFUN011264",1,1,5,4,5,2,3,7,11,16
"7537","AFUN011265",261,113,89,564,189,274,89,285,70,85
"7538","AFUN011266",65,37,38,78,89,69,21,56,41,31
"7539","AFUN011269",48,16,29,39,24,26,7,18,35,39
"7540","AFUN011270",154,85,67,72,35,146,87,208,139,207
"7541","AFUN011271",456,250,305,196,419,357,182,544,407,645
"7542","AFUN011272",75,23,26,114,23,116,31,193,88,94
"7543","AFUN011273",32,29,19,29,19,60,33,85,71,53
"7544","AFUN011277",967,349,357,193,270,1018,326,1083,864,1422
"7545","AFUN011278",439,198,255,169,174,490,285,720,492,702
"7546","AFUN011279",239,64,85,109,86,246,83,312,299,369
"7547","AFUN011280",589,325,367,533,420,524,311,876,538,574
"7548","AFUN011281",8207,2838,2917,5673,3505,8191,2556,12382,7542,9935
"7549","AFUN011282",324,247,281,373,310,215,99,373,143,128
"7550","AFUN011284",10,10,8,16,4,2,4,2,2,3
"7551","AFUN011285",4,7,10,6,19,11,1,18,1,5
"7552","AFUN011286",25,9,6,8,24,24,21,15,21,14
"7553","AFUN011289",94,40,37,33,48,100,44,18,58,116
"7554","AFUN011290",175,83,106,166,116,183,75,298,230,205
"7555","AFUN011291",204,120,144,172,117,225,104,297,221,192
"7556","AFUN011292",10169,3138,3422,4265,5433,9889,2879,11560,2795,3772
"7557","AFUN011295",1382,610,662,789,497,738,269,1161,642,699
"7558","AFUN011296",528,248,282,148,353,411,240,402,420,660
"7559","AFUN011297",0,0,0,4,1,2,0,1,1,0
"7560","AFUN011298",29,21,15,17,28,39,20,31,44,55
"7561","AFUN011299",31,9,9,60,21,31,8,48,56,56
"7562","AFUN011300",180,151,143,238,93,212,116,500,226,168
"7563","AFUN011301",85,25,13,86,20,88,21,97,122,84
"7564","AFUN011302",16,28,15,31,30,26,19,64,56,76
"7565","AFUN011303",326,267,263,239,424,303,222,439,240,358
"7566","AFUN011304",73,33,40,44,43,124,37,124,140,220
"7567","AFUN011305",481,309,391,196,200,510,300,511,588,742
"7568","AFUN011306",19,2,10,0,2,12,4,32,37,57
"7569","AFUN011307",16,4,14,10,8,27,4,10,17,22
"7570","AFUN011308",62,16,24,17,7,58,17,112,71,166
"7571","AFUN011311",37,17,41,71,53,49,27,62,59,55
"7572","AFUN011312",373,116,145,169,111,337,126,404,333,544
"7573","AFUN011313",11,1,6,7,18,19,5,27,25,9
"7574","AFUN011314",73,41,35,84,90,54,30,98,75,149
"7575","AFUN011318",1672,840,781,1575,753,1478,730,1654,1104,1267
"7576","AFUN011319",720,312,294,423,231,656,216,706,491,614
"7577","AFUN011320",129,74,90,119,95,75,45,141,101,160
"7578","AFUN011322",343,222,257,148,165,354,249,480,317,692
"7579","AFUN011323",190,61,92,146,97,174,59,273,240,364
"7580","AFUN011324",309,96,103,199,148,312,126,322,231,394
"7581","AFUN011325",246,166,145,330,224,100,45,249,39,32
"7582","AFUN011326",532,195,204,551,225,542,202,824,462,605
"7583","AFUN011327",379,123,130,127,130,464,144,738,507,689
"7584","AFUN011328",238,132,134,194,168,208,95,425,220,302
"7585","AFUN011329",505,148,149,277,197,356,111,667,382,405
